grad_steps,_timestamp,returned_episode,test_returned_episode_lengths,qvals,env_step,test_returned_won_episode,returned_won_episode,test_returned_episode_returns,test_returned_episode,loss,_step,update_steps,_runtime,returned_episode_returns,returned_episode_lengths
2920,1746455993.888671,0.017578125,42.88629150390625,0.5007884502410889,608256.0,0.0,0.0,0.22256344556808472,1.0,0.28337621688842773,395,396,156.188432484,0.2146892100572586,29.70703125
2944,1746455994.771026,0.02083333395421505,42.88629150390625,0.4947494566440582,612864.0,0.0,0.0,0.22256344556808472,1.0,0.25375276803970337,398,399,157.070599451,0.18610243499279022,28.1796875
2960,1746455995.3638582,0.01822916604578495,42.88629150390625,0.4940401613712311,615936.0,0.0,0.0,0.22256344556808472,1.0,0.27401232719421387,400,401,157.663608624,0.16886456310749054,28.24544334411621
3104,1746456000.7652152,0.017578125,42.88629150390625,0.4520495533943176,643584.0,0.0,0.0,0.22256344556808472,1.0,0.341916024684906,418,419,163.064784942,0.1933758556842804,29.38411521911621
3200,1746456004.2797642,0.017578125,42.88629150390625,0.4527586102485657,662016.0,0.0,0.0,0.22256344556808472,1.0,0.3198621869087219,430,431,166.579304059,0.22825606167316437,30.087890625
3232,1746456005.4669468,0.015625,42.88629150390625,0.41605445742607117,668160.0,0.0,0.0,0.22256344556808472,1.0,0.20806384086608887,434,435,167.766555166,0.16687585413455963,31.25260353088379
3248,1746456006.0545654,0.01627604104578495,42.88629150390625,0.42550739645957947,671232.0,0.0,0.0,0.22256344556808472,1.0,0.21817666292190552,436,437,168.35415444,0.20679859817028046,30.23828125
3312,1746456008.4255064,0.01692708395421505,42.88629150390625,0.43687450885772705,683520.0,0.0,0.0,0.22256344556808472,1.0,0.2248007357120514,444,445,170.725117417,0.21558938920497894,29.58854103088379
3544,1746456017.0025377,0.02473958395421505,42.88629150390625,0.3899376392364502,728064.0,0.0,0.0,0.22256344556808472,1.0,0.3393513858318329,473,474,179.302143053,0.14707551896572113,25.82877540588379
3696,1746456022.6319225,0.01627604104578495,42.88629150390625,0.3841426372528076,757248.0,0.0,0.0,0.22256344556808472,1.0,0.3353230655193329,492,493,184.931603123,0.19180642068386078,30.2890625
3720,1746456023.5184793,0.014973958022892475,42.88629150390625,0.3899115324020386,761856.0,0.0,0.0,0.22256344556808472,1.0,0.27224695682525635,495,496,185.818082427,0.13535936176776886,30.00130271911621
3728,1746456023.8139465,0.01171875,42.88629150390625,0.3928830325603485,763392.0,0.0,0.0,0.22256344556808472,1.0,0.2614698112010956,496,497,186.113508181,0.17624478042125702,31.37630271911621
3752,1746456024.7052066,0.02473958395421505,42.88629150390625,0.37395063042640686,768000.0,0.0,0.0,0.22256344556808472,1.0,0.3077540397644043,499,500,187.004750131,0.08484461903572083,25.58203125
3856,1746456028.5643742,0.02083333395421505,42.88629150390625,0.3340756595134735,787968.0,0.0,0.0,0.22256344556808472,1.0,0.33631378412246704,512,513,190.863977194,0.15915971994400024,28.03841209411621
3896,1746456030.0534704,0.014973958022892475,42.88629150390625,0.34293490648269653,795648.0,0.0,0.0,0.22256344556808472,1.0,0.5122818946838379,517,518,192.353057972,0.13765104115009308,31.79166603088379
3984,1746456033.3199015,0.01953125,42.88629150390625,0.29137712717056274,812544.0,0.0,0.0,0.22256344556808472,1.0,0.33651256561279297,528,529,195.619489024,0.12034375220537186,29.27734375
4072,1746456036.596146,0.013020833022892475,42.88629150390625,0.29915279150009155,829440.0,0.0,0.0,0.22256344556808472,1.0,0.3237762451171875,539,540,198.895830568,0.1173272505402565,31.79036521911621
4280,1746456044.3263092,0.01171875,42.88629150390625,0.1759435087442398,869376.0,0.0,0.0,0.22256344556808472,1.0,0.2003638744354248,565,566,206.625970122,0.14709460735321045,31.35807228088379
4320,1746456045.8032942,0.013020833022892475,42.88629150390625,0.18375922739505768,877056.0,0.0,0.0,0.22256344556808472,1.0,0.20334626734256744,570,571,208.102917044,0.14591145515441895,31.82421875
4504,1746456052.6471462,0.015625,42.88629150390625,0.22335036098957062,912384.0,0.0,0.0,0.22256344556808472,1.0,0.17198504507541656,593,594,214.946718212,0.11931335926055908,31.12760353088379
4576,1746456055.3119926,0.015625,42.88629150390625,0.24268603324890137,926208.0,0.0,0.0,0.22256344556808472,1.0,0.1954910159111023,602,603,217.611547794,0.15467967092990875,31.64192771911621
4600,1746456056.1980424,0.013671875,42.88629150390625,0.24517056345939636,930816.0,0.0,0.0,0.22256344556808472,1.0,0.14467155933380127,605,606,218.497632428,0.08870919793844223,30.23567771911621
4784,1746456063.032106,0.015625,42.88629150390625,0.16915422677993774,966144.0,0.0,0.0,0.22256344556808472,1.0,0.1167842298746109,628,629,225.331734193,0.14663800597190857,31.34114646911621
4896,1746456067.1976118,0.01692708395421505,42.88629150390625,0.23932215571403503,987648.0,0.0,0.0,0.22256344556808472,1.0,0.1747647523880005,642,643,229.497285608,0.15979166328907013,31.06575584411621
4912,1746456067.8032308,0.014322916977107525,42.88629150390625,0.2675721049308777,990720.0,0.0,0.0,0.22256344556808472,1.0,0.1579853594303131,644,645,230.102929009,0.10925867408514023,31.40234375
4952,1746456069.3421628,0.012369791977107525,61.17364501953125,0.24054816365242004,998400.0,0.0,0.0,0.1564088612794876,1.0,0.17050737142562866,649,650,231.641801498,0.06809288263320923,29.7890625
4960,1746456069.6360648,0.013020833022892475,61.17364501953125,0.2464710772037506,999936.0,0.0,0.0,0.1564088612794876,1.0,0.12389382719993591,650,651,231.935658474,0.11373872309923172,32.078125
5000,1746456071.1257815,0.014322916977107525,61.17364501953125,0.2114114761352539,1007616.0,0.0,0.0,0.1564088612794876,1.0,0.1261836290359497,655,656,233.425400536,0.1396484375,30.27604103088379
5168,1746456077.3545263,0.015625,61.17364501953125,0.15137937664985657,1039872.0,0.0,0.0,0.1564088612794876,1.0,0.09267649054527283,676,677,239.65407519,0.14396615326404572,32.02604293823242
5184,1746456077.948782,0.010416666977107525,61.17364501953125,0.14672014117240906,1042944.0,0.0,0.0,0.1564088612794876,1.0,0.10380272567272186,678,679,240.248354223,0.11158418655395508,30.71614646911621
5216,1746456079.1444855,0.014322916977107525,61.17364501953125,0.14039331674575806,1049088.0,0.0,0.0,0.1564088612794876,1.0,0.08391406387090683,682,683,241.444168345,0.12584634125232697,31.86197853088379
5328,1746456083.3044903,0.011067708022892475,61.17364501953125,0.2191731035709381,1070592.0,0.0,0.0,0.1564088612794876,1.0,0.08868306875228882,696,697,245.60417703,0.11794617772102356,30.11849021911621
5416,1746456086.5652351,0.02604166604578495,61.17364501953125,0.20827187597751617,1087488.0,0.0,0.0,0.1564088612794876,1.0,0.10661904513835907,707,708,248.864850381,0.10361544042825699,25.201171875
5672,1746456096.0725985,0.010416666977107525,61.17364501953125,0.20814798772335052,1136640.0,0.0,0.0,0.1564088612794876,1.0,0.07524077594280243,739,740,258.372179683,0.13446874916553497,31.26171875
5776,1746456099.9311407,0.01171875,61.17364501953125,0.22899451851844788,1156608.0,0.0,0.0,0.1564088612794876,1.0,0.08472715318202972,752,753,262.230733499,0.1341189295053482,31.85286521911621
5784,1746456100.2303011,0.013020833022892475,61.17364501953125,0.23298713564872742,1158144.0,0.0,0.0,0.1564088612794876,1.0,0.06930466741323471,753,754,262.530017366,0.1647907942533493,31.81640625
5800,1746456100.8208077,0.014322916977107525,61.17364501953125,0.23563484847545624,1161216.0,0.0,0.0,0.1564088612794876,1.0,0.08937925845384598,755,756,263.120409988,0.1752864271402359,31.25390625
5872,1746456103.4889913,0.012369791977107525,61.17364501953125,0.2064151018857956,1175040.0,0.0,0.0,0.1564088612794876,1.0,0.07926352322101593,764,765,265.788617741,0.1575121432542801,30.484375
5920,1746456105.2706206,0.013020833022892475,61.17364501953125,0.20848965644836426,1184256.0,0.0,0.0,0.1564088612794876,1.0,0.10664930939674377,770,771,267.570228964,0.1272118091583252,30.88020896911621
6136,1746456113.278558,0.014322916977107525,61.17364501953125,0.2209586799144745,1225728.0,0.0,0.0,0.1564088612794876,1.0,0.060140736401081085,797,798,275.578185762,0.22798003256320953,31.67578125
6168,1746456114.466731,0.015625,61.17364501953125,0.25225573778152466,1231872.0,0.0,0.0,0.1564088612794876,1.0,0.04709399491548538,801,802,276.766315829,0.259719580411911,31.71484375
6192,1746456115.3509305,0.015625,61.17364501953125,0.27729499340057373,1236480.0,0.0,0.0,0.1564088612794876,1.0,0.054557085037231445,804,805,277.65054085,0.27508851885795593,31.12630271911621
6208,1746456115.9430315,0.014973958022892475,61.17364501953125,0.2509263753890991,1239552.0,0.0,0.0,0.1564088612794876,1.0,0.05023343116044998,806,807,278.242612503,0.2902161180973053,31.28515625
6216,1746456116.2394316,0.013671875,61.17364501953125,0.2592215836048126,1241088.0,0.0,0.0,0.1564088612794876,1.0,0.044054266065359116,807,808,278.539056185,0.21917706727981567,31.19661521911621
6272,1746456118.3134549,0.015625,61.17364501953125,0.2518753409385681,1251840.0,0.0,0.0,0.1564088612794876,1.0,0.04424961656332016,814,815,280.613028848,0.2718905806541443,31.39974021911621
6440,1746456124.568349,0.013020833022892475,61.17364501953125,0.2715684771537781,1284096.0,0.0,0.0,0.1564088612794876,1.0,0.05193164199590683,835,836,286.867904797,0.21181422472000122,32.04557418823242
6816,1746456138.5486453,0.013671875,61.17364501953125,0.1891937255859375,1356288.0,0.0,0.0,0.1564088612794876,1.0,0.043850481510162354,882,883,300.848215979,0.23764319717884064,31.01953125
6880,1746456140.9256933,0.014322916977107525,61.17364501953125,0.1429702639579773,1368576.0,0.0,0.0,0.1564088612794876,1.0,0.03233528882265091,890,891,303.225288859,0.24378903210163116,32.13541793823242
6888,1746456141.2327807,0.014322916977107525,61.17364501953125,0.16122350096702576,1370112.0,0.0,0.0,0.1564088612794876,1.0,0.02986263856291771,891,892,303.532471547,0.2636050283908844,31.453125
6992,1746456145.0833962,0.013020833022892475,61.17364501953125,0.1581253558397293,1390080.0,0.0,0.0,0.1564088612794876,1.0,0.032484330236911774,904,905,307.383089874,0.2107994556427002,28.515625
7000,1746456145.3772194,0.013671875,61.17364501953125,0.15258467197418213,1391616.0,0.0,0.0,0.1564088612794876,1.0,0.04065139219164848,905,906,307.676783892,0.23375344276428223,30.47135353088379
7008,1746456145.6751447,0.012369791977107525,61.17364501953125,0.16419807076454163,1393152.0,0.0,0.0,0.1564088612794876,1.0,0.04124373942613602,906,907,307.974812558,0.21612758934497833,30.95963478088379
7104,1746456149.2442608,0.01171875,61.17364501953125,0.1748611032962799,1411584.0,0.0,0.0,0.1564088612794876,1.0,0.03442990034818649,918,919,311.544001705,0.2127794772386551,31.13150978088379
7216,1746456153.3990602,0.013671875,61.17364501953125,0.15255603194236755,1433088.0,0.0,0.0,0.1564088612794876,1.0,0.026743412017822266,932,933,315.698914363,0.2556232511997223,31.36588478088379
7232,1746456154.0014746,0.011067708022892475,61.17364501953125,0.1530839502811432,1436160.0,0.0,0.0,0.1564088612794876,1.0,0.025325680151581764,934,935,316.301119839,0.2180694192647934,28.34895896911621
7240,1746456154.2965307,0.011067708022892475,61.17364501953125,0.1593790501356125,1437696.0,0.0,0.0,0.1564088612794876,1.0,0.025953277945518494,935,936,316.596145031,0.24534980952739716,30.52083396911621
7256,1746456154.8857305,0.009765625,61.17364501953125,0.14852789044380188,1440768.0,0.0,0.0,0.1564088612794876,1.0,0.024661488831043243,937,938,317.185311306,0.17876648902893066,27.92838478088379
7328,1746456157.5481465,0.013671875,61.17364501953125,0.1307719349861145,1454592.0,0.0,0.0,0.1564088612794876,1.0,0.038594845682382584,946,947,319.847740224,0.2405199557542801,30.22786521911621
7416,1746456160.8305771,0.013020833022892475,61.17364501953125,0.1613777130842209,1471488.0,0.0,0.0,0.1564088612794876,1.0,0.021476075053215027,957,958,323.130275652,0.2517465054988861,31.23046875
7432,1746456161.4207854,0.014322916977107525,61.17364501953125,0.14800558984279633,1474560.0,0.0,0.0,0.1564088612794876,1.0,0.021151386201381683,959,960,323.720416837,0.24339058995246887,31.26041603088379
7496,1746456163.7991984,0.013671875,61.17364501953125,0.16801026463508606,1486848.0,0.0,0.0,0.1564088612794876,1.0,0.023053426295518875,967,968,326.098927844,0.22600603103637695,30.30208396911621
7672,1746456170.3838844,0.013020833022892475,64.34281921386719,0.1442512571811676,1520640.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.021734196692705154,989,990,332.683444255,0.24342532455921173,30.33984375
8088,1746456185.838097,0.01171875,64.34281921386719,0.1491161584854126,1600512.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.018871840089559555,1041,1042,348.137707695,0.2574973702430725,30.24349021911621
8176,1746456189.0977545,0.013020833022892475,64.34281921386719,0.1512034833431244,1617408.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.01706685498356819,1052,1053,351.397313802,0.25326040387153625,31.22395896911621
8328,1746456194.7220876,0.012369791977107525,64.34281921386719,0.08750200271606445,1646592.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.023919712752103806,1071,1072,357.021721356,0.2707439064979553,31.484375
8336,1746456195.0167918,0.008463541977107525,64.34281921386719,0.09786416590213776,1648128.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.05668433755636215,1072,1073,357.316376106,0.2344808578491211,30.96875
8352,1746456195.6190677,0.015625,64.34281921386719,0.0656595528125763,1651200.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.05689740553498268,1074,1075,357.918654977,0.2671979069709778,31.29296875
8392,1746456197.1028004,0.012369791977107525,64.34281921386719,0.03586984798312187,1658880.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.01514842826873064,1079,1080,359.402384088,0.2737395465373993,31.63150978088379
8488,1746456200.6636777,0.011067708022892475,64.34281921386719,0.06259183585643768,1677312.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.015137290582060814,1091,1092,362.963249731,0.256289005279541,29.82291603088379
8560,1746456203.3353055,0.01171875,64.34281921386719,0.06240754574537277,1691136.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.011961674317717552,1100,1101,365.634880899,0.2740694284439087,30.25260353088379
8568,1746456203.6297505,0.009765625,64.34281921386719,0.05198216438293457,1692672.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.012627126649022102,1101,1102,365.929321004,0.2687751352787018,30.88671875
8592,1746456204.5184598,0.01171875,64.34281921386719,0.08114299178123474,1697280.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.011621935293078423,1104,1105,366.818110629,0.27930986881256104,30.78385353088379
8712,1746456208.976025,0.009114583022892475,64.34281921386719,0.07337313890457153,1720320.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.011977039277553558,1119,1120,371.275637559,0.2911492586135864,31.56119728088379
8792,1746456211.927022,0.01171875,64.34281921386719,0.07569248229265213,1735680.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.010923746973276138,1129,1130,374.226606802,0.30295220017433167,31.99349021911621
8808,1746456212.5280478,0.011067708022892475,64.34281921386719,0.09153051674365997,1738752.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.01169811375439167,1131,1132,374.8276088,0.2663628160953522,31.40104103088379
8840,1746456213.7160044,0.010416666977107525,64.34281921386719,0.08854708075523376,1744896.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.01213765423744917,1135,1136,376.01570341,0.246664896607399,29.34635353088379
8856,1746456214.3059716,0.009765625,64.34281921386719,0.08925126492977142,1747968.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.011864075437188148,1137,1138,376.60565829,0.2521171569824219,30.15364646911621
9016,1746456220.2519894,0.009765625,64.34281921386719,0.08147843182086945,1778688.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.012359321117401123,1157,1158,382.551621223,0.28475168347358704,30.99739646911621
9056,1746456221.737035,0.011067708022892475,64.34281921386719,0.0957256406545639,1786368.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.013191360980272293,1162,1163,384.036618209,0.2924861013889313,31.31119728088379
9224,1746456227.9631882,0.0078125,64.34281921386719,0.10861526429653168,1818624.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.010581639595329762,1183,1184,390.26286837,0.24606938660144806,28.51171875
9264,1746456229.4507136,0.009114583022892475,64.34281921386719,0.017407914623618126,1826304.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.055891431868076324,1188,1189,391.750400175,0.21276473999023438,32.12760543823242
9344,1746456232.418357,0.010416666977107525,64.34281921386719,-0.01980040967464447,1841664.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.010113023221492767,1198,1199,394.718043236,0.3140294849872589,32.31640625
9416,1746456235.101305,0.010416666977107525,64.34281921386719,-0.014865372329950333,1855488.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.009129834361374378,1207,1208,397.401045175,0.32652512192726135,32.09244918823242
9424,1746456235.3955348,0.01171875,64.34281921386719,-0.021237045526504517,1857024.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.009726513177156448,1208,1209,397.695117855,0.31208330392837524,32.02734375
9440,1746456235.9855494,0.008463541977107525,64.34281921386719,-0.018105899915099144,1860096.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.009058909490704536,1210,1211,398.285175969,0.3215928375720978,32.25390625
9456,1746456236.5907137,0.01171875,64.34281921386719,-0.012692642398178577,1863168.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.009414426982402802,1212,1213,398.890423428,0.30899128317832947,31.84635353088379
9584,1746456241.3469856,0.009765625,64.34281921386719,0.007585036102682352,1887744.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.010237002745270729,1228,1229,403.646544199,0.301958292722702,31.13671875
9928,1746456254.1029475,0.014322916977107525,64.34281921386719,-0.1451272964477539,1953792.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.012451834976673126,1271,1272,416.402539361,0.30431506037712097,31.63020896911621
10136,1746456261.85065,0.01171875,64.34281921386719,-0.08459917455911636,1993728.0,0.0,0.0,0.4987183213233948,0.9999999403953552,0.010219251736998558,1297,1298,424.150231828,0.28149303793907166,30.69140625
10224,1746456265.18624,0.009114583022892475,69.16638946533203,-0.09076070785522461,2010624.0,0.0,0.0,0.6786865592002869,1.0,0.009854976087808609,1308,1309,427.485937816,0.2777690589427948,30.60286521911621
10280,1746456267.2676306,0.009114583022892475,69.16638946533203,-0.06298409402370453,2021376.0,0.0,0.0,0.6786865592002869,1.0,0.010861661285161972,1315,1316,429.567232544,0.28346872329711914,30.60677146911621
10320,1746456268.7516618,0.0078125,69.16638946533203,-0.06360458582639694,2029056.0,0.0,0.0,0.6786865592002869,1.0,0.009917525574564934,1320,1321,431.051264477,0.29414495825767517,31.48567771911621
10328,1746456269.0460181,0.009765625,69.16638946533203,-0.058269720524549484,2030592.0,0.0,0.0,0.6786865592002869,1.0,0.012105479836463928,1321,1322,431.345588994,0.26709890365600586,30.08333396911621
10336,1746456269.3430593,0.008463541977107525,69.16638946533203,-0.04813171178102493,2032128.0,0.0,0.0,0.6786865592002869,1.0,0.014152564108371735,1322,1323,431.642731363,0.2750667929649353,30.13020896911621
10448,1746456273.5115566,0.009114583022892475,69.16638946533203,-0.05446183681488037,2053632.0,0.0,0.0,0.6786865592002869,1.0,0.012115475721657276,1336,1337,435.811240061,0.3177490830421448,31.96484375
10656,1746456281.2320065,0.008463541977107525,69.16638946533203,-0.06447674334049225,2093568.0,0.0,0.0,0.6786865592002869,1.0,0.010748736560344696,1362,1363,443.531572712,0.265582412481308,27.88932228088379
10744,1746456284.5163276,0.009765625,69.16638946533203,-0.04839598014950752,2110464.0,0.0,0.0,0.6786865592002869,1.0,0.011107474565505981,1373,1374,446.816039684,0.3043714761734009,30.67317771911621
11120,1746456298.4549472,0.010416666977107525,69.16638946533203,-0.04254081845283508,2182656.0,0.0,0.0,0.6786865592002869,1.0,0.012168311513960361,1420,1421,460.754519433,0.32455897331237793,31.36458396911621
11504,1746456312.7195213,0.0078125,69.16638946533203,-0.06192036718130112,2256384.0,0.0,0.0,0.6786865592002869,1.0,0.01555144228041172,1468,1469,475.019089032,0.29301124811172485,30.3671875
11568,1746456315.1072779,0.0078125,69.16638946533203,-0.049607276916503906,2268672.0,0.0,0.046875,0.6786865592002869,1.0,0.011799486353993416,1476,1477,477.406931534,0.358727365732193,30.90234375
11640,1746456317.7801168,0.008463541977107525,69.16638946533203,-0.03734934329986572,2282496.0,0.0,0.0,0.6786865592002869,1.0,0.011202674359083176,1485,1486,480.079729197,0.3095303177833557,29.8203125
11848,1746456325.5160353,0.010416666977107525,69.16638946533203,-0.12143072485923767,2322432.0,0.0,0.0,0.6786865592002869,1.0,0.03650043159723282,1511,1512,487.815627372,0.3306041359901428,31.72786521911621
12048,1746456332.967516,0.008463541977107525,69.16638946533203,-0.05971550941467285,2360832.0,0.0,0.0,0.6786865592002869,1.0,0.017163241282105446,1536,1537,495.267081051,0.2986561954021454,29.71224021911621
12136,1746456336.237584,0.008463541977107525,69.16638946533203,-0.08145381510257721,2377728.0,0.0,0.0,0.6786865592002869,1.0,0.025477876886725426,1547,1548,498.537297583,0.31036972999572754,30.49479103088379
12176,1746456337.7269685,0.0078125,69.16638946533203,-0.07477514445781708,2385408.0,0.0,0.05078125,0.6786865592002869,1.0,0.017958030104637146,1552,1553,500.026696698,0.3547047972679138,29.75390625
12352,1746456344.249055,0.0078125,69.16638946533203,-0.20142856240272522,2419200.0,0.0,0.0,0.6786865592002869,1.0,0.0336349755525589,1574,1575,506.548648859,0.2914617359638214,30.81640625
12536,1746456351.0959973,0.008463541977107525,69.16638946533203,-0.17289674282073975,2454528.0,0.0,0.02734375,0.6786865592002869,1.0,0.01838308945298195,1597,1598,513.395630185,0.33023950457572937,29.92578125
12552,1746456351.6869943,0.0078125,69.16638946533203,-0.1566765010356903,2457600.0,0.0,0.0,0.6786865592002869,1.0,0.019587412476539612,1599,1600,513.986593668,0.3036562204360962,30.32291603088379
12568,1746456352.2888634,0.0078125,69.16638946533203,-0.1616515815258026,2460672.0,0.0,0.0,0.6786865592002869,1.0,0.0174254160374403,1601,1602,514.588441854,0.3070068955421448,30.76171875
12600,1746456353.4725716,0.0078125,69.16638946533203,-0.1547001600265503,2466816.0,0.0,0.029296875,0.6786865592002869,1.0,0.012132847681641579,1605,1606,515.772357679,0.3242577612400055,30.49739646911621
12880,1746456363.9546633,0.0078125,80.37904357910156,-0.24717190861701965,2520576.0,0.06666666269302368,0.0,0.8676797747612,0.9999999403953552,0.017057623714208603,1640,1641,526.25440184,0.3125537931919098,30.86588478088379
12968,1746456367.2185526,0.0078125,80.37904357910156,-0.23548182845115662,2537472.0,0.06666666269302368,0.0,0.8676797747612,0.9999999403953552,0.015725158154964447,1651,1652,529.518123612,0.3138028681278229,30.80208396911621
13008,1746456368.7161329,0.0078125,80.37904357910156,-0.23775210976600647,2545152.0,0.06666666269302368,0.0,0.8676797747612,0.9999999403953552,0.019250107929110527,1656,1657,531.015849798,0.26637405157089233,28.15104103088379
13080,1746456371.3843448,0.0078125,80.37904357910156,-0.22327588498592377,2558976.0,0.06666666269302368,0.0,0.8676797747612,0.9999999403953552,0.027011826634407043,1665,1666,533.683941351,0.3005494475364685,31.24869728088379
13136,1746456373.4667208,0.008463541977107525,80.37904357910156,-0.24844181537628174,2569728.0,0.06666666269302368,0.0,0.8676797747612,0.9999999403953552,0.028621811419725418,1672,1673,535.766326982,0.30631938576698303,30.88411521911621
13496,1746456386.815444,0.0078125,80.37904357910156,-0.16673272848129272,2638848.0,0.06666666269302368,0.0,0.8676797747612,0.9999999403953552,0.026178628206253052,1717,1718,549.115022296,0.28127336502075195,28.08463478088379
13576,1746456389.7873003,0.0078125,80.37904357910156,-0.17452922463417053,2654208.0,0.06666666269302368,0.0514322929084301,0.8676797747612,0.9999999403953552,0.029526688158512115,1727,1728,552.087008408,0.3398931920528412,29.34765625
13688,1746456393.971305,0.0078125,80.37904357910156,-0.19742320477962494,2675712.0,0.06666666269302368,0.0,0.8676797747612,0.9999999403953552,0.046139635145664215,1741,1742,556.271025908,0.26729074120521545,28.07291603088379
13728,1746456395.4540904,0.0078125,80.37904357910156,-0.19810087978839874,2683392.0,0.06666666269302368,0.025390625,0.8676797747612,0.9999999403953552,0.03604602813720703,1746,1747,557.75379586,0.31488969922065735,28.86328125
13984,1746456404.9477327,0.0078125,80.37904357910156,-0.1742861270904541,2732544.0,0.06666666269302368,0.02408854104578495,0.8676797747612,0.9999999403953552,0.0454772487282753,1778,1779,567.247353804,0.2885008454322815,27.79427146911621
13992,1746456405.243356,0.0078125,80.37904357910156,-0.17618036270141602,2734080.0,0.06666666269302368,0.0729166641831398,0.8676797747612,0.9999999403953552,0.03486793860793114,1779,1780,567.542960076,0.33730724453926086,27.98958396911621
14056,1746456407.6191285,0.009765625,80.37904357910156,-0.18130457401275635,2746368.0,0.06666666269302368,0.0364583320915699,0.8676797747612,0.9999999403953552,0.050345420837402344,1787,1788,569.918745451,0.3056553602218628,29.68489646911621
14072,1746456408.210007,0.0078125,80.37904357910156,-0.16753077507019043,2749440.0,0.06666666269302368,0.0234375,0.8676797747612,0.9999999403953552,0.03870965167880058,1789,1790,570.509566676,0.31061801314353943,29.6953125
14112,1746456409.7022302,0.0078125,80.37904357910156,-0.21915210783481598,2757120.0,0.06666666269302368,0.0416666679084301,0.8676797747612,0.9999999403953552,0.040291495621204376,1794,1795,572.001936323,0.2625502943992615,24.92838478088379
14144,1746456410.8790188,0.0078125,80.37904357910156,-0.18200571835041046,2763264.0,0.06666666269302368,0.02473958395421505,0.8676797747612,0.9999999403953552,0.038862209767103195,1798,1799,573.178599086,0.2594166398048401,27.61067771911621
14256,1746456415.043322,0.0078125,80.37904357910156,-0.16553601622581482,2784768.0,0.06666666269302368,0.103515625,0.8676797747612,0.9999999403953552,0.04836943745613098,1812,1813,577.342923163,0.38881853222846985,27.36067771911621
14424,1746456421.3040943,0.008463541977107525,80.37904357910156,-0.09338779747486115,2817024.0,0.06666666269302368,0.0540364570915699,0.8676797747612,0.9999999403953552,0.033427610993385315,1833,1834,583.603665219,0.34998172521591187,30.65104103088379
14536,1746456425.4793015,0.008463541977107525,80.37904357910156,-0.08150266855955124,2838528.0,0.06666666269302368,0.0,0.8676797747612,0.9999999403953552,0.05930391326546669,1847,1848,587.778901631,0.29386454820632935,30.25260353088379
14808,1746456435.5795753,0.0078125,80.37904357910156,-0.13368096947669983,2890752.0,0.06666666269302368,0.0,0.8676797747612,0.9999999403953552,0.061230242252349854,1881,1882,597.879156831,0.27788272500038147,28.65494728088379
15528,1746456462.3569067,0.0078125,81.82688903808594,-0.1591281294822693,3028992.0,0.09392265230417252,0.05078125,0.8474473357200623,1.0,0.07760748267173767,1971,1972,624.656535616,0.3090016543865204,26.22525978088379
15592,1746456464.721438,0.0078125,81.82688903808594,-0.22062860429286957,3041280.0,0.09392265230417252,0.0,0.8474473357200623,1.0,0.09722013771533966,1979,1980,627.021160517,0.2912733852863312,30.07421875
15664,1746456467.375971,0.0078125,81.82688903808594,-0.21927578747272491,3055104.0,0.09392265230417252,0.0,0.8474473357200623,1.0,0.08503453433513641,1988,1989,629.675685441,0.29258933663368225,29.85416603088379
15736,1746456470.0426972,0.0078125,81.82688903808594,-0.22559842467308044,3068928.0,0.09392265230417252,0.0,0.8474473357200623,1.0,0.07868273556232452,1997,1998,632.342416954,0.26001039147377014,27.9453125
15832,1746456473.6120856,0.0078125,81.82688903808594,-0.21571950614452362,3087360.0,0.09392265230417252,0.0748697891831398,0.8474473357200623,1.0,0.08771665394306183,2009,2010,635.911737806,0.3649982213973999,28.74088478088379
15904,1746456476.2925167,0.009114583022892475,81.82688903808594,-0.1597750186920166,3101184.0,0.09392265230417252,0.02799479104578495,0.8474473357200623,1.0,0.08929438143968582,2018,2019,638.592107713,0.28298085927963257,29.81640625
