grad_steps,_timestamp,returned_episode,test_returned_episode_lengths,qvals,env_step,test_returned_won_episode,returned_won_episode,test_returned_episode_returns,test_returned_episode,loss,_step,update_steps,_runtime,returned_episode_returns,returned_episode_lengths
34504,1746457167.3514643,0.0078125,91.736328125,-0.2451590895652771,6672384.0,0.97265625,0.3111979067325592,1.9708356857299805,1.0,0.05797231197357178,4343,4344,1329.651066977,0.6223957538604736,27.703125
34520,1746457167.953657,0.0078125,91.736328125,-0.25075358152389526,6675456.0,0.97265625,0.2630208432674408,1.9708356857299805,1.0,0.05591019243001938,4345,4346,1330.253359237,0.5615277290344238,26.95703125
34584,1746457170.32641,0.0078125,91.736328125,-0.28664955496788025,6687744.0,0.97265625,0.2760416567325592,1.9708356857299805,1.0,0.07217361032962799,4353,4354,1332.625988795,0.5698263645172119,26.76822853088379
35096,1746457189.4001546,0.0078125,91.736328125,-0.1844635009765625,6786048.0,0.97265625,0.30078125,1.9708356857299805,1.0,0.06221930682659149,4417,4418,1351.699852753,0.6015623807907104,27.13541603088379
35192,1746457192.9680922,0.0078125,91.736328125,-0.22703641653060913,6804480.0,0.97265625,0.29296875,1.9708356857299805,1.0,0.09321925789117813,4429,4430,1355.267741513,0.5859373807907104,26.765625
35416,1746457201.2912116,0.0078125,91.736328125,-0.11764369904994965,6847488.0,0.97265625,0.2708333432674408,1.9708356857299805,1.0,0.07745909690856934,4457,4458,1363.59079868,0.5587776899337769,26.4765625
35424,1746457201.5852797,0.0078125,91.736328125,-0.20836132764816284,6849024.0,0.97265625,0.2317708283662796,1.9708356857299805,1.0,0.07373356074094772,4458,4459,1363.884926972,0.5002985596656799,25.63020896911621
35464,1746457203.0632205,0.0078125,91.736328125,-0.31994253396987915,6856704.0,0.97265625,0.2864583432674408,1.9708356857299805,1.0,0.06349486112594604,4463,4464,1365.362853142,0.572916567325592,26.421875
35536,1746457205.7270417,0.0078125,91.736328125,-0.18917134404182434,6870528.0,0.97265625,0.2135416716337204,1.9708356857299805,1.0,0.04783754050731659,4472,4473,1368.026662271,0.4728263318538666,25.19140625
35584,1746457207.5058777,0.0078125,91.736328125,-0.2028675675392151,6879744.0,0.97265625,0.2018229216337204,1.9708356857299805,1.0,0.06265388429164886,4478,4479,1369.805450184,0.479049414396286,26.61067771911621
35592,1746457207.8040252,0.0078125,91.736328125,-0.21534889936447144,6881280.0,0.97265625,0.3040364682674408,1.9708356857299805,1.0,0.06880496442317963,4479,4480,1370.103720561,0.608072817325592,27.31770896911621
36008,1746457223.2705936,0.0078125,91.736328125,-0.1549612581729889,6961152.0,0.97265625,0.24609375,1.9708356857299805,1.0,0.06552868336439133,4531,4532,1385.570286756,0.5373437404632568,27.10546875
36064,1746457225.3463717,0.0078125,91.736328125,-0.07158829271793365,6971904.0,0.97265625,0.291015625,1.9708356857299805,1.0,0.055143505334854126,4538,4539,1387.64605583,0.5820311307907104,26.6171875
36088,1746457226.232922,0.0078125,91.736328125,-0.08240244537591934,6976512.0,0.97265625,0.291015625,1.9708356857299805,1.0,0.055352453142404556,4541,4542,1388.532613609,0.5820311307907104,26.60807228088379
36104,1746457226.8228168,0.0078125,91.736328125,-0.07996870577335358,6979584.0,0.97265625,0.3053385317325592,1.9708356857299805,1.0,0.05881566181778908,4543,4544,1389.12245741,0.6106770038604736,27.41145896911621
36176,1746457229.5536215,0.0078125,89.830078125,-0.08412609994411469,6993408.0,0.96875,0.2454427033662796,1.9644607305526733,1.0,0.05868411809206009,4552,4553,1391.853230491,0.5262013673782349,26.02213478088379
36200,1746457230.4449396,0.0078125,89.830078125,-0.033509545028209686,6998016.0,0.96875,0.2591145932674408,1.9644607305526733,1.0,0.059322040528059006,4555,4556,1392.744506683,0.5579721927642822,27.20572853088379
36224,1746457231.331117,0.0078125,89.830078125,-0.04712015017867088,7002624.0,0.96875,0.224609375,1.9644607305526733,1.0,0.05484161525964737,4558,4559,1393.630699562,0.5014878511428833,26.69010353088379
36336,1746457235.492955,0.0078125,89.830078125,-0.04730958491563797,7024128.0,0.96875,0.2291666716337204,1.9644607305526733,1.0,0.06205708533525467,4572,4573,1397.792561365,0.5189704298973083,27.01302146911621
36384,1746457237.2916074,0.0078125,89.830078125,-0.07650795578956604,7033344.0,0.96875,0.2858072817325592,1.9644607305526733,1.0,0.05586700886487961,4578,4579,1399.591329827,0.593583345413208,27.64713478088379
36504,1746457241.7409377,0.0078125,89.830078125,-0.14571933448314667,7056384.0,0.96875,0.23828125,1.9644607305526733,1.0,0.059528663754463196,4593,4594,1404.040530004,0.5180754661560059,26.390625
36544,1746457243.228226,0.0078125,89.830078125,-0.1465701311826706,7064064.0,0.96875,0.2604166567325592,1.9644607305526733,1.0,0.0465082973241806,4598,4599,1405.527782905,0.5656241178512573,27.703125
36552,1746457243.5241563,0.0078125,89.830078125,-0.13338328897953033,7065600.0,0.96875,0.2747395932674408,1.9644607305526733,1.0,0.04378549009561539,4599,4600,1405.823978472,0.5677082538604736,26.62109375
36592,1746457245.0134866,0.0078125,89.830078125,-0.12292090058326721,7073280.0,0.96875,0.2493489533662796,1.9644607305526733,1.0,0.05130865424871445,4604,4605,1407.313102317,0.5341631174087524,26.22005271911621
36616,1746457245.9021194,0.0078125,89.830078125,-0.1313314139842987,7077888.0,0.96875,0.2962239682674408,1.9644607305526733,1.0,0.04972817748785019,4607,4608,1408.201878547,0.6082951426506042,27.7734375
36952,1746457258.3618972,0.0078125,89.830078125,-0.14542628824710846,7142400.0,0.96875,0.275390625,1.9644607305526733,1.0,0.04121048003435135,4649,4650,1420.661472293,0.5686700940132141,26.74869728088379
37040,1746457261.6361592,0.0078125,89.830078125,-0.16157786548137665,7159296.0,0.96875,0.2799479067325592,1.9644607305526733,1.0,0.04154004901647568,4660,4661,1423.936071663,0.576034665107727,26.94270896911621
37136,1746457265.1975338,0.0078125,89.830078125,-0.20650802552700043,7177728.0,0.96875,0.2734375,1.9644607305526733,1.0,0.06051928550004959,4672,4673,1427.4971936,0.5668419599533081,27.48958396911621
37224,1746457268.4750288,0.0078125,89.830078125,-0.23536314070224762,7194624.0,0.96875,0.271484375,1.9644607305526733,1.0,0.05986849218606949,4683,4684,1430.77457778,0.5690364241600037,27.28255271911621
37432,1746457276.1952062,0.0078125,89.830078125,-0.23433329164981842,7234560.0,0.96875,0.2779947817325592,1.9644607305526733,1.0,0.03152673691511154,4709,4710,1438.494784511,0.5768983960151672,27.18359375
37552,1746457280.6633139,0.0078125,89.830078125,-0.1928282082080841,7257600.0,0.96875,0.2890625,1.9644607305526733,1.0,0.03400857746601105,4724,4725,1442.962868764,0.5781248807907104,26.47135353088379
37584,1746457281.8593287,0.0078125,89.830078125,-0.19803911447525024,7263744.0,0.96875,0.2428385466337204,1.9644607305526733,1.0,0.05513159558176994,4728,4729,1444.158881231,0.516374945640564,25.89322853088379
37840,1746457291.360117,0.0078125,89.830078125,-0.17500269412994385,7312896.0,0.96875,0.3020833432674408,1.9644607305526733,1.0,0.051952943205833435,4760,4761,1453.659726683,0.604166567325592,27.19140625
37928,1746457294.6222243,0.0078125,89.830078125,-0.14804032444953918,7329792.0,0.96875,0.2669270932674408,1.9644607305526733,1.0,0.0405208095908165,4771,4772,1456.921799248,0.5542290806770325,26.48046875
38024,1746457298.1810806,0.0078125,89.830078125,-0.22185388207435608,7348224.0,0.96875,0.2571614682674408,1.9644607305526733,1.0,0.049186550080776215,4783,4784,1460.480682175,0.5570372343063354,27.85025978088379
38216,1746457305.3327477,0.0078125,89.830078125,-0.22096604108810425,7385088.0,0.96875,0.2994791567325592,1.9644607305526733,1.0,0.05952690914273262,4807,4808,1467.632346959,0.5989582538604736,27.06119728088379
38376,1746457311.2896676,0.0078125,89.830078125,-0.14781145751476288,7415808.0,0.96875,0.3059895932674408,1.9644607305526733,1.0,0.044342510402202606,4827,4828,1473.589352781,0.611979067325592,27.36197853088379
38440,1746457313.6533387,0.0078125,89.830078125,-0.1487249732017517,7428096.0,0.96875,0.314453125,1.9644607305526733,1.0,0.046216536313295364,4835,4836,1475.952922041,0.6289061307907104,27.828125
38464,1746457314.5477202,0.0078125,89.830078125,-0.16202376782894135,7432704.0,0.96875,0.234375,1.9644607305526733,1.0,0.05723787099123001,4838,4839,1476.847335139,0.5290911197662354,27.08203125
38480,1746457315.1371806,0.0078125,89.830078125,-0.13468927145004272,7435776.0,0.96875,0.2838541567325592,1.9644607305526733,1.0,0.03961864113807678,4840,4841,1477.436786487,0.5905894041061401,27.65755271911621
38560,1746457318.1108062,0.0078125,89.830078125,-0.1430519074201584,7451136.0,0.96875,0.26171875,1.9644607305526733,1.0,0.05197145417332649,4850,4851,1480.410423812,0.5677247643470764,27.97786521911621
38728,1746457324.349717,0.0078125,89.830078125,-0.17830339074134827,7483392.0,0.96875,0.291015625,1.9644607305526733,1.0,0.04221894592046738,4871,4872,1486.649441059,0.6041926741600037,27.88802146911621
38880,1746457330.0586376,0.0078125,88.205078125,-0.20298293232917786,7512576.0,0.984375,0.2486979216337204,1.982187271118164,1.0,0.0760110393166542,4890,4891,1492.358232902,0.5362178683280945,27.04427146911621
39064,1746457336.8716698,0.0078125,88.205078125,-0.15178149938583374,7547904.0,0.984375,0.2669270932674408,1.982187271118164,1.0,0.050027456134557724,4913,4914,1499.171270845,0.5733610987663269,27.98958396911621
39080,1746457337.4651163,0.0078125,88.205078125,-0.13662637770175934,7550976.0,0.984375,0.248046875,1.982187271118164,1.0,0.04741164669394493,4915,4916,1499.764809845,0.5326840281486511,26.49609375
39088,1746457337.7588623,0.0078125,88.205078125,-0.10702493786811829,7552512.0,0.984375,0.1536458283662796,1.982187271118164,1.0,0.03860856965184212,4916,4917,1500.058436533,0.4339331388473511,26.7109375
39136,1746457339.5437233,0.0078125,88.205078125,-0.107820525765419,7561728.0,0.984375,0.2721354067325592,1.982187271118164,1.0,0.03799798712134361,4922,4923,1501.843329633,0.5681422352790833,27.13150978088379
39280,1746457344.8808024,0.0078125,88.205078125,-0.12678338587284088,7589376.0,0.984375,0.23828125,1.982187271118164,1.0,0.05475383996963501,4940,4941,1507.180391359,0.543113648891449,27.4453125
39328,1746457346.669954,0.0078125,88.205078125,-0.11767657846212387,7598592.0,0.984375,0.2298177033662796,1.982187271118164,1.0,0.05115076154470444,4946,4947,1508.96958903,0.5190181732177734,26.63932228088379
39376,1746457348.4428813,0.0078125,88.205078125,-0.13273465633392334,7607808.0,0.984375,0.2473958283662796,1.982187271118164,1.0,0.048295263200998306,4952,4953,1510.742441914,0.5272395610809326,26.015625
39632,1746457357.9438813,0.0078125,88.205078125,-0.18683141469955444,7656960.0,0.984375,0.3359375,1.982187271118164,1.0,0.08294066786766052,4984,4985,1520.243487635,0.6718748807907104,28.84765625
39656,1746457358.8406432,0.0078125,88.205078125,-0.21749436855316162,7661568.0,0.984375,0.28515625,1.982187271118164,1.0,0.06754224002361298,4987,4988,1521.140224514,0.5875694155693054,27.22395896911621
39672,1746457359.4326265,0.0078125,88.205078125,-0.23306800425052643,7664640.0,0.984375,0.3125,1.982187271118164,1.0,0.061835139989852905,4989,4990,1521.732187498,0.6249998807907104,27.66927146911621
39728,1746457361.5094564,0.0078125,88.205078125,-0.2469266802072525,7675392.0,0.984375,0.2376302033662796,1.982187271118164,1.0,0.08049385994672775,4996,4997,1523.809023184,0.5287933349609375,27.02604103088379
39744,1746457362.099836,0.0078125,88.205078125,-0.24324168264865875,7678464.0,0.984375,0.3033854067325592,1.982187271118164,1.0,0.06368040293455124,4998,4999,1524.399466706,0.6067707538604736,27.23697853088379
39832,1746457365.3808923,0.0078125,88.205078125,-0.25286680459976196,7695360.0,0.984375,0.23828125,1.982187271118164,1.0,0.04244360700249672,5009,5010,1527.68059826,0.5319929718971252,27.140625
39984,1746457371.015285,0.0078125,88.205078125,-0.1951623111963272,7724544.0,0.984375,0.318359375,1.982187271118164,1.0,0.050034940242767334,5028,5029,1533.31501625,0.63671875,28.03385353088379
40096,1746457375.1650972,0.0078125,88.205078125,-0.1663752794265747,7746048.0,0.984375,0.3151041567325592,1.982187271118164,1.0,0.046141643077135086,5042,5043,1537.464796181,0.6302082538604736,27.84244728088379
40144,1746457376.9380777,0.0078125,88.205078125,-0.14280614256858826,7755264.0,0.984375,0.2786458432674408,1.982187271118164,1.0,0.059809282422065735,5048,5049,1539.237711773,0.5753506422042847,26.87369728088379
40184,1746457378.4303632,0.0078125,88.205078125,-0.1579708456993103,7762944.0,0.984375,0.2233072966337204,1.982187271118164,1.0,0.052922528237104416,5053,5054,1540.729974116,0.5086188912391663,26.79557228088379
40232,1746457380.199908,0.0078125,88.205078125,-0.1380273401737213,7772160.0,0.984375,0.23828125,1.982187271118164,1.0,0.06251806765794754,5059,5060,1542.49949784,0.5096666216850281,25.56900978088379
40432,1746457387.6342297,0.0078125,88.205078125,-0.23327603936195374,7810560.0,0.984375,0.2083333283662796,1.982187271118164,1.0,0.05049596726894379,5084,5085,1549.933923043,0.4896804988384247,26.11328125
40496,1746457390.0160987,0.0078125,88.205078125,-0.24341608583927155,7822848.0,0.984375,0.2727864682674408,1.982187271118164,1.0,0.06488393992185593,5092,5093,1552.315679884,0.572432279586792,27.2890625
40528,1746457391.2013593,0.0078125,88.205078125,-0.24231049418449402,7828992.0,0.984375,0.1966145783662796,1.982187271118164,1.0,0.06157217174768448,5096,5097,1553.500956892,0.47035154700279236,25.80599021911621
40584,1746457393.2907825,0.0078125,88.205078125,-0.2233767807483673,7839744.0,0.984375,0.3001302182674408,1.982187271118164,1.0,0.04613357037305832,5103,5104,1555.590559838,0.600260317325592,27.07161521911621
40728,1746457398.6098406,0.0078125,88.205078125,-0.21870867908000946,7867392.0,0.984375,0.279296875,1.982187271118164,1.0,0.0753038227558136,5121,5122,1560.909570092,0.5851076245307922,27.51432228088379
41256,1746457418.2115645,0.0078125,88.205078125,-0.2411888837814331,7968768.0,0.984375,0.3111979067325592,1.982187271118164,1.0,0.04654603451490402,5187,5188,1580.511177264,0.6223957538604736,27.70442771911621
41304,1746457419.9983637,0.0078125,88.205078125,-0.22217345237731934,7977984.0,0.984375,0.294921875,1.982187271118164,1.0,0.069114550948143,5193,5194,1582.29805892,0.5898436307907104,26.8203125
41312,1746457420.2927933,0.0078125,88.205078125,-0.21767392754554749,7979520.0,0.984375,0.29296875,1.982187271118164,1.0,0.07576876878738403,5194,5195,1582.592372816,0.5859373807907104,26.68619728088379
41672,1746457433.7297673,0.0078125,88.740234375,-0.16578884422779083,8048640.0,0.990234375,0.2786458432674408,1.9888851642608643,1.0,0.04562602937221527,5239,5240,1596.029401921,0.5782464742660522,27.13411521911621
41704,1746457434.9200532,0.0078125,88.740234375,-0.163275808095932,8054784.0,0.990234375,0.2701822817325592,1.9888851642608643,1.0,0.05329465866088867,5243,5244,1597.219663837,0.5798124074935913,28.00130271911621
41984,1746457445.3180625,0.0078125,88.740234375,-0.1828010380268097,8108544.0,0.990234375,0.287109375,1.9888851642608643,1.0,0.040490053594112396,5278,5279,1607.617682413,0.5919617414474487,27.33984375
42016,1746457446.5105703,0.0078125,88.740234375,-0.14345593750476837,8114688.0,0.990234375,0.265625,1.9888851642608643,1.0,0.05734509974718094,5282,5283,1608.810228865,0.5670520067214966,27.01953125
42096,1746457449.479562,0.0078125,88.740234375,-0.2228623926639557,8130048.0,0.990234375,0.30078125,1.9888851642608643,1.0,0.05473322421312332,5292,5293,1611.779139975,0.6169235706329346,27.98697853088379
42128,1746457450.662531,0.0078125,88.740234375,-0.2196798324584961,8136192.0,0.990234375,0.3001302182674408,1.9888851642608643,1.0,0.062116652727127075,5296,5297,1612.962183504,0.600260317325592,27.09244728088379
42288,1746457456.6049533,0.0078125,88.740234375,-0.15267851948738098,8166912.0,0.990234375,0.287109375,1.9888851642608643,1.0,0.0470036044716835,5316,5317,1618.90457756,0.5925953984260559,27.29036521911621
42432,1746457461.940219,0.0078125,88.740234375,-0.2352946698665619,8194560.0,0.990234375,0.2845052182674408,1.9888851642608643,1.0,0.054935306310653687,5334,5335,1624.239838544,0.5867422223091125,27.41015625
42520,1746457465.1984253,0.0078125,88.740234375,-0.23807741701602936,8211456.0,0.990234375,0.3053385317325592,1.9888851642608643,1.0,0.05916919931769371,5345,5346,1627.498005845,0.6106770038604736,27.35025978088379
42560,1746457466.6865127,0.0078125,88.740234375,-0.24224993586540222,8219136.0,0.990234375,0.2877604067325592,1.9888851642608643,1.0,0.059649426490068436,5350,5351,1628.986102549,0.5965147018432617,27.62760353088379
42696,1746457471.7373984,0.0078125,88.740234375,-0.22676539421081543,8245248.0,0.990234375,0.28125,1.9888851642608643,1.0,0.054278578609228134,5367,5368,1634.037047044,0.5778610706329346,27.01953125
42776,1746457474.7153878,0.0078125,88.740234375,-0.2548910975456238,8260608.0,0.990234375,0.32421875,1.9888851642608643,1.0,0.048721637576818466,5377,5378,1637.01505574,0.6484373807907104,28.28125
42848,1746457477.3894172,0.0078125,88.740234375,-0.13450515270233154,8274432.0,0.990234375,0.2565104067325592,1.9888851642608643,1.0,0.04688984155654907,5386,5387,1639.68913784,0.5424790978431702,26.61458396911621
42864,1746457477.9836376,0.0078125,88.740234375,-0.16443011164665222,8277504.0,0.990234375,0.2903645932674408,1.9888851642608643,1.0,0.060629479587078094,5388,5389,1640.283234665,0.580729067325592,26.45052146911621
42904,1746457479.4767976,0.0078125,88.740234375,-0.15229067206382751,8285184.0,0.990234375,0.3229166567325592,1.9888851642608643,1.0,0.03743261098861694,5393,5394,1641.776374756,0.6458332538604736,28.21484375
43152,1746457488.6932867,0.0078125,88.740234375,-0.19053927063941956,8332800.0,0.990234375,0.3170572817325592,1.9888851642608643,1.0,0.04873081296682358,5424,5425,1650.992873992,0.6341145038604736,27.94140625
43240,1746457491.9564662,0.0078125,88.740234375,-0.16906577348709106,8349696.0,0.990234375,0.3248697817325592,1.9888851642608643,1.0,0.06385300308465958,5435,5436,1654.256144334,0.6497395038604736,28.33854103088379
43296,1746457494.0454419,0.0078125,88.740234375,-0.11879982799291611,8360448.0,0.990234375,0.294921875,1.9888851642608643,1.0,0.046971745789051056,5442,5443,1656.345168947,0.6077386736869812,27.77994728088379
43376,1746457497.014863,0.0078125,88.740234375,-0.14284807443618774,8375808.0,0.990234375,0.2727864682674408,1.9888851642608643,1.0,0.0562070831656456,5452,5453,1659.314573298,0.5643488764762878,26.73567771911621
44032,1746457521.4526258,0.0078125,87.068359375,-0.19893114268779755,8501760.0,0.98828125,0.2819010317325592,1.9860100746154785,1.0,0.03595741093158722,5534,5535,1683.75227009,0.582506000995636,27.01432228088379
44040,1746457521.7482998,0.0078125,87.068359375,-0.19107982516288757,8503296.0,0.98828125,0.2447916716337204,1.9860100746154785,1.0,0.051550835371017456,5535,5536,1684.047869515,0.524437427520752,25.98697853088379
44064,1746457522.6418424,0.0078125,87.068359375,-0.1673325002193451,8507904.0,0.98828125,0.2532552182674408,1.9860100746154785,1.0,0.03789662569761276,5538,5539,1684.941408864,0.5405624508857727,26.47005271911621
44088,1746457523.5390947,0.0078125,87.068359375,-0.20293951034545898,8512512.0,0.98828125,0.2408854216337204,1.9860100746154785,1.0,0.07008814811706543,5541,5542,1685.838856677,0.5156770348548889,25.80989646911621
44128,1746457525.0226872,0.0078125,87.068359375,-0.19081102311611176,8520192.0,0.98828125,0.2486979216337204,1.9860100746154785,1.0,0.030411751940846443,5546,5547,1687.322399307,0.5322499871253967,26.20833396911621
44136,1746457525.3170004,0.0078125,87.068359375,-0.1851659119129181,8521728.0,0.98828125,0.2975260317325592,1.9860100746154785,1.0,0.03992544114589691,5547,5548,1687.616570884,0.5950520038604736,26.97265625
44240,1746457529.1918116,0.0078125,87.068359375,-0.15571311116218567,8541696.0,0.98828125,0.255859375,1.9860100746154785,1.0,0.058021724224090576,5560,5561,1691.491386363,0.5451387763023376,26.59505271911621
44288,1746457530.9745364,0.0078125,87.068359375,-0.09556750953197479,8550912.0,0.98828125,0.2682291567325592,1.9860100746154785,1.0,0.037939056754112244,5566,5567,1693.274154027,0.5545173287391663,26.33203125
44448,1746457536.9081829,0.0078125,87.068359375,-0.07490082830190659,8581632.0,0.98828125,0.2747395932674408,1.9860100746154785,1.0,0.037569209933280945,5586,5587,1699.207780851,0.5704348683357239,27.08072853088379
44576,1746457541.6692586,0.0078125,87.068359375,-0.06644119322299957,8606208.0,0.98828125,0.2395833283662796,1.9860100746154785,1.0,0.03474763035774231,5602,5603,1703.968966234,0.5149686932563782,25.68489646911621
44728,1746457547.3191268,0.0078125,87.068359375,-0.11117048561573029,8635392.0,0.98828125,0.306640625,1.9860100746154785,1.0,0.04437537491321564,5621,5622,1709.618671334,0.6132811307907104,27.41796875
44824,1746457550.8955114,0.0078125,87.068359375,-0.16741251945495605,8653824.0,0.98828125,0.2760416567325592,1.9860100746154785,1.0,0.04836910963058472,5633,5634,1713.195105151,0.5520832538604736,25.74088478088379
44856,1746457552.0891764,0.0078125,87.068359375,-0.162687286734581,8659968.0,0.98828125,0.1393229216337204,1.9860100746154785,1.0,0.053737327456474304,5637,5638,1714.388861609,0.4068966805934906,26.9296875
44928,1746457554.7647107,0.0078125,87.068359375,-0.11548034101724625,8673792.0,0.98828125,0.2669270932674408,1.9860100746154785,1.0,0.05207541584968567,5646,5647,1717.064329507,0.5577213764190674,27.12630271911621
44936,1746457555.0593407,0.0078125,87.068359375,-0.07654733955860138,8675328.0,0.98828125,0.111328125,1.9860100746154785,1.0,0.051621731370687485,5647,5648,1717.358944132,0.3503263294696808,24.65494728088379
45008,1746457557.7317767,0.0078125,87.068359375,-0.1045871153473854,8689152.0,0.98828125,0.2122395783662796,1.9860100746154785,1.0,0.04472540318965912,5656,5657,1720.03144803,0.479846328496933,25.84114646911621
45112,1746457561.5837278,0.0078125,87.068359375,-0.08958566188812256,8709120.0,0.98828125,0.2936197817325592,1.9860100746154785,1.0,0.046582769602537155,5669,5670,1723.883440833,0.5872395038604736,26.59114646911621
45288,1746457568.1499753,0.0078125,87.068359375,-0.10544626414775848,8742912.0,0.98828125,0.2532552182674408,1.9860100746154785,1.0,0.03749935328960419,5691,5692,1730.449610622,0.5482204556465149,26.85677146911621
45320,1746457569.3390322,0.0078125,87.068359375,-0.11287277191877365,8749056.0,0.98828125,0.2584635317325592,1.9860100746154785,1.0,0.04029878228902817,5695,5696,1731.63885234,0.5495651364326477,27.10807228088379
45384,1746457571.7207012,0.0078125,87.068359375,-0.04633485898375511,8761344.0,0.98828125,0.2975260317325592,1.9860100746154785,1.0,0.04235711321234703,5703,5704,1734.020330094,0.5950520038604736,26.98307228088379
45400,1746457572.3109388,0.0078125,87.068359375,-0.04568509757518768,8764416.0,0.98828125,0.2337239533662796,1.9860100746154785,1.0,0.07816118001937866,5705,5706,1734.610527842,0.4842429757118225,24.3359375
45560,1746457578.2392907,0.0078125,87.068359375,-0.13100294768810272,8795136.0,0.98828125,0.2526041567325592,1.9860100746154785,1.0,0.06573881953954697,5725,5726,1740.538883388,0.5197672843933105,25.45442771911621
45624,1746457580.6034873,0.0078125,87.068359375,-0.10040464997291565,8807424.0,0.98828125,0.30078125,1.9860100746154785,1.0,0.052590593695640564,5733,5734,1742.903074464,0.6015623807907104,27.11067771911621
45632,1746457580.8984747,0.0078125,87.068359375,-0.10517926514148712,8808960.0,0.98828125,0.2721354067325592,1.9860100746154785,1.0,0.049066729843616486,5734,5735,1743.198044009,0.5623298287391663,26.56119728088379
45696,1746457583.2756596,0.0078125,87.068359375,-0.06751541793346405,8821248.0,0.98828125,0.2565104067325592,1.9860100746154785,1.0,0.03628363832831383,5742,5743,1745.575297742,0.5555034279823303,27.13150978088379
45928,1746457591.8735795,0.0078125,87.068359375,-0.014215586706995964,8865792.0,0.98828125,0.2083333283662796,1.9860100746154785,1.0,0.05068281292915344,5771,5772,1754.173145595,0.4646458029747009,24.953125
46024,1746457595.4515939,0.0078125,87.068359375,-0.001778898760676384,8884224.0,0.98828125,0.25390625,1.9860100746154785,1.0,0.05126183480024338,5783,5784,1757.751279529,0.5545850396156311,27.23697853088379
46144,1746457599.8956795,0.0078125,87.068359375,0.02448428049683571,8907264.0,0.98828125,0.224609375,1.9860100746154785,1.0,0.040567900985479355,5798,5799,1762.195315482,0.498401015996933,25.88411521911621
46168,1746457600.7956355,0.0078125,87.068359375,0.008046550676226616,8911872.0,0.98828125,0.2630208432674408,1.9860100746154785,1.0,0.06653635203838348,5801,5802,1763.095359015,0.5591457486152649,26.890625
46304,1746457605.8432133,0.0078125,87.068359375,0.03227531537413597,8937984.0,0.98828125,0.2630208432674408,1.9860100746154785,1.0,0.040644675493240356,5818,5819,1768.14280712,0.5481943488121033,26.43489646911621
46384,1746457608.8220763,0.0078125,87.068359375,-0.008826731704175472,8953344.0,0.98828125,0.244140625,1.9860100746154785,1.0,0.05752450227737427,5828,5829,1771.121669447,0.5277542471885681,26.75260353088379
46512,1746457613.5449502,0.0078125,87.068359375,0.011177390813827515,8977920.0,0.98828125,0.2786458432674408,1.9860100746154785,1.0,0.03927063196897507,5844,5845,1775.844535735,0.5744026899337769,26.88541603088379
46528,1746457614.136477,0.0078125,87.068359375,-0.01359865628182888,8980992.0,0.98828125,0.291015625,1.9860100746154785,1.0,0.03720535337924957,5846,5847,1776.436083077,0.5820311307907104,26.59635353088379
46544,1746457614.7288554,0.0078125,87.068359375,-0.029728975147008896,8984064.0,0.98828125,0.2916666567325592,1.9860100746154785,1.0,0.0418836735188961,5848,5849,1777.028575174,0.5833332538604736,26.56900978088379
46672,1746457619.5477278,0.0078125,91.115234375,-0.012034954503178596,9008640.0,0.90625,0.2428385466337204,1.8997262716293335,1.0,0.06245473399758339,5864,5865,1781.847384755,0.5259574055671692,26.38150978088379
46704,1746457620.7335699,0.0078125,91.115234375,-0.01369718462228775,9014784.0,0.90625,0.2936197817325592,1.8997262716293335,1.0,0.04357956349849701,5868,5869,1783.033143833,0.5872395038604736,26.80729103088379
46848,1746457626.0895493,0.0078125,91.115234375,-0.014113899320363998,9042432.0,0.90625,0.19140625,1.8997262716293335,1.0,0.04985072463750839,5886,5887,1788.389283869,0.4506840109825134,25.90104103088379
46896,1746457627.874781,0.0078125,91.115234375,-0.013323679566383362,9051648.0,0.90625,0.2272135466337204,1.8997262716293335,1.0,0.05262337997555733,5892,5893,1790.174365561,0.49101993441581726,25.06640625
47048,1746457633.4949882,0.0078125,91.115234375,-0.04383460432291031,9080832.0,0.90625,0.2233072966337204,1.8997262716293335,1.0,0.051208823919296265,5911,5912,1795.794582714,0.5069852471351624,26.67578125
47128,1746457636.4605322,0.0078125,91.115234375,-0.07440052926540375,9096192.0,0.90625,0.1595052033662796,1.8997262716293335,1.0,0.05737752094864845,5921,5922,1798.760173493,0.41495481133461,25.28645896911621
47256,1746457641.2127907,0.0078125,91.115234375,-0.0217756200581789,9120768.0,0.90625,0.1946614533662796,1.8997262716293335,1.0,0.05639765411615372,5937,5938,1803.512392436,0.46680116653442383,26.39583396911621
47264,1746457641.5155616,0.0078125,91.115234375,-0.016349686309695244,9122304.0,0.90625,0.2766927182674408,1.8997262716293335,1.0,0.054597705602645874,5938,5939,1803.815332137,0.553385317325592,25.78385353088379
47288,1746457642.4003146,0.0078125,91.115234375,0.006575539708137512,9126912.0,0.90625,0.26171875,1.8997262716293335,1.0,0.0347762331366539,5941,5942,1804.699872876,0.5440763235092163,26.04817771911621
47504,1746457650.4185576,0.0078125,91.115234375,-0.10476088523864746,9168384.0,0.90625,0.1490885466337204,1.8997262716293335,1.0,0.07813956588506699,5968,5969,1812.718131232,0.42700517177581787,27.28645896911621
47688,1746457657.2469468,0.0078125,91.115234375,-0.18106868863105774,9203712.0,0.90625,0.2115885466337204,1.8997262716293335,1.0,0.04143591970205307,5991,5992,1819.546530855,0.4828428328037262,25.38671875
