rng1604522687/update_steps,_runtime,env_step,returned_won_episode,rng1604522687/env_step,rng1604522687/returned_episode,test_returned_episode_lengths,loss,returned_episode_returns,qvals,test_returned_episode,rng1604522687/test_returned_episode_lengths,rng1604522687/test_returned_episode,test_returned_episode_returns,update_steps,rng1604522687/returned_episode_lengths,rng1604522687/qvals,test_returned_won_episode,returned_episode_lengths,rng1604522687/test_returned_episode_returns,rng1604522687/returned_won_episode,rng1604522687/loss,rng1604522687/returned_episode_returns,_timestamp,grad_steps,rng1604522687/test_returned_won_episode,returned_episode,rng1604522687/grad_steps,_step
1665,706.709664864,2557440.0,0.0,2557440.0,0.009765625,67.54520416259766,0.010028846561908722,0.22083334624767303,-0.254846453666687,1.0,67.54520416259766,1.0,0.6348164081573486,1665,27.68359375,-0.254846453666687,0.0,27.68359375,0.6348164081573486,0.0,0.010028846561908722,0.22083334624767303,1746182166.8164024,13072,0.0,0.009765625,13072,1664
1682,713.390357905,2583552.0,0.0,2583552.0,0.009765625,67.54520416259766,0.011049418710172176,0.2488475888967514,-0.27680739760398865,1.0,67.54520416259766,1.0,0.6348164081573486,1682,30.58724021911621,-0.27680739760398865,0.0,30.58724021911621,0.6348164081573486,0.0,0.011049418710172176,0.2488475888967514,1746182173.4978716,13208,0.0,0.009765625,13208,1681
1683,713.781526113,2585088.0,0.0,2585088.0,0.00911458395421505,67.54520416259766,0.012248451821506023,0.21049252152442932,-0.2577700614929199,1.0,67.54520416259766,1.0,0.6348164081573486,1683,26.9453125,-0.2577700614929199,0.0,26.9453125,0.6348164081573486,0.0,0.012248451821506023,0.21049252152442932,1746182173.889038,13216,0.0,0.00911458395421505,13216,1682
1684,714.172810519,2586624.0,0.0,2586624.0,0.008463541977107525,67.54520416259766,0.02132062055170536,0.14488589763641357,-0.2937825620174408,1.0,67.54520416259766,1.0,0.6348164081573486,1684,26.37890625,-0.2937825620174408,0.0,26.37890625,0.6348164081573486,0.0,0.02132062055170536,0.14488589763641357,1746182174.2803254,13224,0.0,0.008463541977107525,13224,1683
1690,716.514952953,2595840.0,0.0,2595840.0,0.009765625,67.54520416259766,0.012712783180177212,0.19700878858566284,-0.23926573991775513,1.0,67.54520416259766,1.0,0.6348164081573486,1690,27.92708396911621,-0.23926573991775513,0.0,27.92708396911621,0.6348164081573486,0.0,0.012712783180177212,0.19700878858566284,1746182176.6224742,13272,0.0,0.009765625,13272,1689
1691,716.908424419,2597376.0,0.0,2597376.0,0.01171875,67.54520416259766,0.011457571759819984,0.2652934789657593,-0.25998052954673767,1.0,67.54520416259766,1.0,0.6348164081573486,1691,29.377605438232422,-0.25998052954673767,0.0,29.377605438232422,0.6348164081573486,0.0,0.011457571759819984,0.2652934789657593,1746182177.0159297,13280,0.0,0.01171875,13280,1690
1697,719.261119694,2606592.0,0.0,2606592.0,0.01106770895421505,67.54520416259766,0.009248869493603706,0.24700413644313812,-0.2454622983932495,1.0,67.54520416259766,1.0,0.6348164081573486,1697,28.83984375,-0.2454622983932495,0.0,28.83984375,0.6348164081573486,0.0,0.009248869493603706,0.24700413644313812,1746182179.368611,13328,0.0,0.01106770895421505,13328,1696
1709,723.977943647,2625024.0,0.0,2625024.0,0.00911458395421505,67.54520416259766,0.008977450430393219,0.2533104419708252,-0.24843865633010864,1.0,67.54520416259766,1.0,0.6348164081573486,1709,29.27083396911621,-0.24843865633010864,0.0,29.27083396911621,0.6348164081573486,0.0,0.008977450430393219,0.2533104419708252,1746182184.0854201,13424,0.0,0.00911458395421505,13424,1708
1715,726.361255984,2634240.0,0.0,2634240.0,0.009765625,67.54520416259766,0.009434855543076992,0.22569040954113007,-0.2617855370044708,1.0,67.54520416259766,1.0,0.6348164081573486,1715,27.95833396911621,-0.2617855370044708,0.0,27.95833396911621,0.6348164081573486,0.0,0.009434855543076992,0.22569040954113007,1746182186.4687972,13472,0.0,0.009765625,13472,1714
1728,731.471374351,2654208.0,0.0,2654208.0,0.008463541977107525,67.54520416259766,0.009801601991057396,0.20741400122642517,-0.26860761642456055,1.0,67.54520416259766,1.0,0.6348164081573486,1728,26.63020896911621,-0.26860761642456055,0.0,26.63020896911621,0.6348164081573486,0.0,0.009801601991057396,0.20741400122642517,1746182191.578846,13576,0.0,0.008463541977107525,13576,1727
1746,738.554453507,2681856.0,0.0,2681856.0,0.009765625,67.54520416259766,0.009493587538599968,0.2355812042951584,-0.2861701250076294,1.0,67.54520416259766,1.0,0.6348164081573486,1746,28.734375,-0.2861701250076294,0.0,28.734375,0.6348164081573486,0.0,0.009493587538599968,0.2355812042951584,1746182198.6617496,13720,0.0,0.009765625,13720,1745
1748,739.34110967,2684928.0,0.0,2684928.0,0.014322916977107525,67.54520416259766,0.009153928607702255,0.2827598750591278,-0.2972905933856964,1.0,67.54520416259766,1.0,0.6348164081573486,1748,30.43880271911621,-0.2972905933856964,0.0,30.43880271911621,0.6348164081573486,0.0,0.009153928607702255,0.2827598750591278,1746182199.4486332,13736,0.0,0.014322916977107525,13736,1747
1773,749.130386853,2723328.0,0.0,2723328.0,0.01302083395421505,67.54520416259766,0.008836714550852776,0.2858542799949646,-0.2805195748806,1.0,67.54520416259766,1.0,0.6348164081573486,1773,30.35677146911621,-0.2805195748806,0.0,30.35677146911621,0.6348164081573486,0.0,0.008836714550852776,0.2858542799949646,1746182209.237869,13936,0.0,0.01302083395421505,13936,1772
1783,753.081510255,2738688.0,0.0,2738688.0,0.009765625,67.54520416259766,0.010328250005841255,0.23827973008155823,-0.27554500102996826,1.0,67.54520416259766,1.0,0.6348164081573486,1783,29.057292938232422,-0.27554500102996826,0.0,29.057292938232422,0.6348164081573486,0.0,0.010328250005841255,0.23827973008155823,1746182213.189013,14016,0.0,0.009765625,14016,1782
1791,756.212789789,2750976.0,0.0,2750976.0,0.012369791977107525,67.54520416259766,0.00857660360634327,0.26045581698417664,-0.2893080711364746,1.0,67.54520416259766,1.0,0.6348164081573486,1791,30.52734375,-0.2893080711364746,0.0,30.52734375,0.6348164081573486,0.0,0.00857660360634327,0.26045581698417664,1746182216.320278,14080,0.0,0.012369791977107525,14080,1790
1811,764.077837354,2781696.0,0.0,2781696.0,0.010416666977107525,67.54520416259766,0.010038662701845169,0.28618013858795166,-0.2995956838130951,1.0,67.54520416259766,1.0,0.6348164081573486,1811,31.303386688232422,-0.2995956838130951,0.0,31.303386688232422,0.6348164081573486,0.0,0.010038662701845169,0.28618013858795166,1746182224.1851938,14240,0.0,0.010416666977107525,14240,1810
1838,774.646031894,2823168.0,0.0,2823168.0,0.008463541977107525,67.54520416259766,0.009189719334244728,0.24957507848739624,-0.33473140001296997,1.0,67.54520416259766,1.0,0.6348164081573486,1838,28.9296875,-0.33473140001296997,0.0,28.9296875,0.6348164081573486,0.0,0.009189719334244728,0.24957507848739624,1746182234.7535505,14456,0.0,0.008463541977107525,14456,1837
1846,777.78375618,2835456.0,0.0,2835456.0,0.0078125,67.54520416259766,0.008769773878157139,0.2393299788236618,-0.3484492301940918,1.0,67.54520416259766,1.0,0.6348164081573486,1846,28.20833396911621,-0.3484492301940918,0.0,28.20833396911621,0.6348164081573486,0.0,0.008769773878157139,0.2393299788236618,1746182237.8912792,14520,0.0,0.0078125,14520,1845
1861,783.662136531,2858496.0,0.0,2858496.0,0.0078125,67.54520416259766,0.008545681834220886,0.20757608115673065,-0.3614251911640167,1.0,67.54520416259766,1.0,0.6348164081573486,1861,26.45703125,-0.3614251911640167,0.0,26.45703125,0.6348164081573486,0.0,0.008545681834220886,0.20757608115673065,1746182243.7696571,14640,0.0,0.0078125,14640,1860
1868,786.424797595,2869248.0,0.0,2869248.0,0.00911458395421505,67.54520416259766,0.008419444784522057,0.24673990905284882,-0.35799598693847656,1.0,67.54520416259766,1.0,0.6348164081573486,1868,28.609375,-0.35799598693847656,0.0,28.609375,0.6348164081573486,0.0,0.008419444784522057,0.24673990905284882,1746182246.532183,14696,0.0,0.00911458395421505,14696,1867
1879,790.725324099,2886144.0,0.0,2886144.0,0.008463541977107525,67.54520416259766,0.018041668459773064,0.21708457171916962,-0.3649177849292755,1.0,67.54520416259766,1.0,0.6348164081573486,1879,27.28645896911621,-0.3649177849292755,0.0,27.28645896911621,0.6348164081573486,0.0,0.018041668459773064,0.21708457171916962,1746182250.8328474,14784,0.0,0.008463541977107525,14784,1878
1910,802.90930471,2933760.0,0.0,2933760.0,0.008463541977107525,67.54520416259766,0.00904278364032507,0.2389172911643982,-0.2981526553630829,1.0,67.54520416259766,1.0,0.6348164081573486,1910,28.772136688232422,-0.2981526553630829,0.0,28.772136688232422,0.6348164081573486,0.0,0.00904278364032507,0.2389172911643982,1746182263.0168152,15032,0.0,0.008463541977107525,15032,1909
1927,809.56880965,2959872.0,0.0,2959872.0,0.0078125,67.54520416259766,0.010835886932909489,0.2554779648780823,-0.327065110206604,1.0,67.54520416259766,1.0,0.6348164081573486,1927,29.75520896911621,-0.327065110206604,0.0,29.75520896911621,0.6348164081573486,0.0,0.010835886932909489,0.2554779648780823,1746182269.676239,15168,0.0,0.0078125,15168,1926
1937,813.49735413,2975232.0,0.0,2975232.0,0.0078125,67.54520416259766,0.011574337258934975,0.20808523893356323,-0.29897451400756836,1.0,67.54520416259766,1.0,0.6348164081573486,1937,27.3046875,-0.29897451400756836,0.0,27.3046875,0.6348164081573486,0.0,0.011574337258934975,0.20808523893356323,1746182273.6049008,15248,0.0,0.0078125,15248,1936
1946,817.029223152,2989056.0,0.0,2989056.0,0.008463541977107525,67.54520416259766,0.008317583240568638,0.2505078911781311,-0.32499998807907104,1.0,67.54520416259766,1.0,0.6348164081573486,1946,27.28645896911621,-0.32499998807907104,0.0,27.28645896911621,0.6348164081573486,0.0,0.008317583240568638,0.2505078911781311,1746182277.1367636,15320,0.0,0.008463541977107525,15320,1945
1947,817.420966627,2990592.0,0.0,2990592.0,0.00911458395421505,67.54520416259766,0.008658143691718578,0.23051774501800537,-0.32066941261291504,1.0,67.54520416259766,1.0,0.6348164081573486,1947,27.463542938232422,-0.32066941261291504,0.0,27.463542938232422,0.6348164081573486,0.0,0.008658143691718578,0.23051774501800537,1746182277.5285087,15328,0.0,0.00911458395421505,15328,1946
2000,838.285587891,3072000.0,0.0,3072000.0,0.0078125,82.60791015625,0.008497451432049274,0.1742667555809021,-0.3765023648738861,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2000,23.3125,-0.3765023648738861,0.0,23.3125,0.6824579834938049,0.0,0.008497451432049274,0.1742667555809021,1746182298.3931317,15752,0.0,0.0078125,15752,1999
2031,850.507412147,3119616.0,0.0,3119616.0,0.0078125,82.60791015625,0.010096878744661808,0.18365192413330078,-0.34781748056411743,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2031,24.1328125,-0.34781748056411743,0.0,24.1328125,0.6824579834938049,0.0,0.010096878744661808,0.18365192413330078,1746182310.6149445,16000,0.0,0.0078125,16000,2030
2035,852.0690958,3125760.0,0.0,3125760.0,0.0078125,82.60791015625,0.008031954988837242,0.19842591881752014,-0.3618849217891693,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2035,24.54427146911621,-0.3618849217891693,0.0,24.54427146911621,0.6824579834938049,0.0,0.008031954988837242,0.19842591881752014,1746182312.1766655,16032,0.0,0.0078125,16032,2034
2038,853.242246456,3130368.0,0.0,3130368.0,0.0078125,82.60791015625,0.007720230147242546,0.17978161573410034,-0.3625316023826599,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2038,24.783855438232422,-0.3625316023826599,0.0,24.783855438232422,0.6824579834938049,0.0,0.007720230147242546,0.17978161573410034,1746182313.3497934,16056,0.0,0.0078125,16056,2037
2051,858.364912483,3150336.0,0.0,3150336.0,0.00911458395421505,82.60791015625,0.008091685362160206,0.21610891819000244,-0.3613675832748413,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2051,26.69921875,-0.3613675832748413,0.0,26.69921875,0.6824579834938049,0.0,0.008091685362160206,0.21610891819000244,1746182318.4724498,16160,0.0,0.00911458395421505,16160,2050
2054,859.538378009,3154944.0,0.0,3154944.0,0.0078125,82.60791015625,0.00809561088681221,0.20200340449810028,-0.3741903007030487,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2054,26.83203125,-0.3741903007030487,0.0,26.83203125,0.6824579834938049,0.0,0.00809561088681221,0.20200340449810028,1746182319.645939,16184,0.0,0.0078125,16184,2053
2067,864.636073019,3174912.0,0.0,3174912.0,0.0078125,82.60791015625,0.007647802587598562,0.17548862099647522,-0.41154688596725464,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2067,25.838542938232422,-0.41154688596725464,0.0,25.838542938232422,0.6824579834938049,0.0,0.007647802587598562,0.17548862099647522,1746182324.743605,16288,0.0,0.0078125,16288,2066
2069,865.417655499,3177984.0,0.0,3177984.0,0.0078125,82.60791015625,0.008138718083500862,0.20730406045913696,-0.41083747148513794,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2069,26.33333396911621,-0.41083747148513794,0.0,26.33333396911621,0.6824579834938049,0.0,0.008138718083500862,0.20730406045913696,1746182325.525212,16304,0.0,0.0078125,16304,2068
2072,866.592571073,3182592.0,0.0,3182592.0,0.0078125,82.60791015625,0.007287215907126665,0.18698826432228088,-0.40558362007141113,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2072,24.953125,-0.40558362007141113,0.0,24.953125,0.6824579834938049,0.0,0.007287215907126665,0.18698826432228088,1746182326.7000587,16328,0.0,0.0078125,16328,2071
2080,869.734335213,3194880.0,0.0,3194880.0,0.0078125,82.60791015625,0.007852493785321712,0.1597922146320343,-0.4153931140899658,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2080,22.838542938232422,-0.4153931140899658,0.0,22.838542938232422,0.6824579834938049,0.0,0.007852493785321712,0.1597922146320343,1746182329.8418746,16392,0.0,0.0078125,16392,2079
2093,874.846007773,3214848.0,0.0,3214848.0,0.0078125,82.60791015625,0.008010206744074821,0.23272889852523804,-0.4066517651081085,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2093,27.08984375,-0.4066517651081085,0.0,27.08984375,0.6824579834938049,0.0,0.008010206744074821,0.23272889852523804,1746182334.9535575,16496,0.0,0.0078125,16496,2092
2094,875.237041888,3216384.0,0.0,3216384.0,0.0078125,82.60791015625,0.0077916705049574375,0.22168481349945068,-0.4096444249153137,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2094,26.38802146911621,-0.4096444249153137,0.0,26.38802146911621,0.6824579834938049,0.0,0.0077916705049574375,0.22168481349945068,1746182335.344595,16504,0.0,0.0078125,16504,2093
2129,889.00135763,3270144.0,0.0,3270144.0,0.0078125,82.60791015625,0.009127804078161716,0.21231898665428162,-0.42477625608444214,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2129,25.947917938232422,-0.42477625608444214,0.0,25.947917938232422,0.6824579834938049,0.0,0.009127804078161716,0.21231898665428162,1746182349.1088986,16784,0.0,0.0078125,16784,2128
2173,906.271797058,3337728.0,0.0,3337728.0,0.0078125,82.60791015625,0.026930417865514755,0.21249079704284668,-0.42113351821899414,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2173,26.15234375,-0.42113351821899414,0.0,26.15234375,0.6824579834938049,0.0,0.026930417865514755,0.21249079704284668,1746182366.3792775,17136,0.0,0.0078125,17136,2172
2197,915.699438776,3374592.0,0.0,3374592.0,0.0078125,82.60791015625,0.007738606538623571,0.20948800444602966,-0.3527299761772156,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2197,26.109375,-0.3527299761772156,0.0,26.109375,0.6824579834938049,0.0,0.007738606538623571,0.20948800444602966,1746182375.8068001,17328,0.0,0.0078125,17328,2196
2210,920.789945628,3394560.0,0.0,3394560.0,0.00911458395421505,82.60791015625,0.008027011528611183,0.19961945712566376,-0.3615396022796631,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2210,24.9375,-0.3615396022796631,0.0,24.9375,0.6824579834938049,0.0,0.008027011528611183,0.19961945712566376,1746182380.8974438,17432,0.0,0.00911458395421505,17432,2209
2219,924.326196458,3408384.0,0.0,3408384.0,0.0078125,82.60791015625,0.007485860958695412,0.16526958346366882,-0.36848095059394836,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2219,22.5703125,-0.36848095059394836,0.0,22.5703125,0.6824579834938049,0.0,0.007485860958695412,0.16526958346366882,1746182384.433751,17504,0.0,0.0078125,17504,2218
2223,925.895439743,3414528.0,0.0,3414528.0,0.0078125,82.60791015625,0.007114565931260586,0.23219701647758484,-0.36703377962112427,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2223,26.651042938232422,-0.36703377962112427,0.0,26.651042938232422,0.6824579834938049,0.0,0.007114565931260586,0.23219701647758484,1746182386.002914,17536,0.0,0.0078125,17536,2222
2226,927.083559653,3419136.0,0.0,3419136.0,0.0078125,82.60791015625,0.006866217590868473,0.18258270621299744,-0.37663036584854126,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2226,23.869792938232422,-0.37663036584854126,0.0,23.869792938232422,0.6824579834938049,0.0,0.006866217590868473,0.18258270621299744,1746182387.190923,17560,0.0,0.0078125,17560,2225
2233,929.847079278,3429888.0,0.0,3429888.0,0.008463541977107525,82.60791015625,0.010198183357715607,0.2259213626384735,-0.3948611319065094,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2233,27.6875,-0.3948611319065094,0.0,27.6875,0.6824579834938049,0.0,0.010198183357715607,0.2259213626384735,1746182389.9545958,17616,0.0,0.008463541977107525,17616,2232
2240,932.590680808,3440640.0,0.0,3440640.0,0.0078125,82.60791015625,0.010102316737174988,0.20840239524841309,-0.39652565121650696,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2240,25.15234375,-0.39652565121650696,0.0,25.15234375,0.6824579834938049,0.0,0.010102316737174988,0.20840239524841309,1746182392.698217,17672,0.0,0.0078125,17672,2239
2255,938.481910103,3463680.0,0.0,3463680.0,0.0078125,82.60791015625,0.007152898237109184,0.21642479300498962,-0.39673948287963867,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2255,25.59375,-0.39673948287963867,0.0,25.59375,0.6824579834938049,0.0,0.007152898237109184,0.21642479300498962,1746182398.5894585,17792,0.0,0.0078125,17792,2254
2261,940.847885252,3472896.0,0.0,3472896.0,0.0078125,82.60791015625,0.007544625084847212,0.21524712443351746,-0.4000454545021057,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2261,25.983074188232422,-0.4000454545021057,0.0,25.983074188232422,0.6824579834938049,0.0,0.007544625084847212,0.21524712443351746,1746182400.9553783,17840,0.0,0.0078125,17840,2260
2263,941.63468032,3475968.0,0.0,3475968.0,0.0078125,82.60791015625,0.010138718411326408,0.21210651099681854,-0.41138985753059387,0.9999999403953552,82.60791015625,0.9999999403953552,0.6824579834938049,2263,26.1875,-0.41138985753059387,0.0,26.1875,0.6824579834938049,0.0,0.010138718411326408,0.21210651099681854,1746182401.742075,17856,0.0,0.0078125,17856,2262
2290,952.337258126,3517440.0,0.0,3517440.0,0.0078125,90.32889556884766,0.006698793265968561,0.22177037596702576,-0.41425853967666626,1.0,90.32889556884766,1.0,0.7434220314025879,2290,25.48567771911621,-0.41425853967666626,0.0,25.48567771911621,0.7434220314025879,0.0,0.006698793265968561,0.22177037596702576,1746182412.4447584,18072,0.0,0.0078125,18072,2289
2298,955.478078867,3529728.0,0.0,3529728.0,0.0078125,90.32889556884766,0.006799918133765459,0.20297197997570038,-0.4154564142227173,1.0,90.32889556884766,1.0,0.7434220314025879,2298,25.018230438232422,-0.4154564142227173,0.0,25.018230438232422,0.7434220314025879,0.0,0.006799918133765459,0.20297197997570038,1746182415.5855808,18136,0.0,0.0078125,18136,2297
2303,957.43364225,3537408.0,0.0,3537408.0,0.0078125,90.32889556884766,0.006497769150882959,0.23411700129508972,-0.4232550859451294,1.0,90.32889556884766,1.0,0.7434220314025879,2303,27.140625,-0.4232550859451294,0.0,27.140625,0.7434220314025879,0.0,0.006497769150882959,0.23411700129508972,1746182417.5412002,18176,0.0,0.0078125,18176,2302
2362,980.608512035,3628032.0,0.0,3628032.0,0.0078125,90.32889556884766,0.006432311609387398,0.2288760244846344,-0.437869131565094,1.0,90.32889556884766,1.0,0.7434220314025879,2362,26.75390625,-0.437869131565094,0.0,26.75390625,0.7434220314025879,0.0,0.006432311609387398,0.2288760244846344,1746182440.7159522,18648,0.0,0.0078125,18648,2361
2363,980.999629071,3629568.0,0.0,3629568.0,0.008463541977107525,90.32889556884766,0.006621859967708588,0.24161535501480103,-0.436583936214447,1.0,90.32889556884766,1.0,0.7434220314025879,2363,27.40364646911621,-0.436583936214447,0.0,27.40364646911621,0.7434220314025879,0.0,0.006621859967708588,0.24161535501480103,1746182441.1071167,18656,0.0,0.008463541977107525,18656,2362
2369,983.350973698,3638784.0,0.0,3638784.0,0.0078125,90.32889556884766,0.007998570799827576,0.17804071307182312,-0.44087648391723633,1.0,90.32889556884766,1.0,0.7434220314025879,2369,23.50911521911621,-0.44087648391723633,0.0,23.50911521911621,0.7434220314025879,0.0,0.007998570799827576,0.17804071307182312,1746182443.4585214,18704,0.0,0.0078125,18704,2368
2392,992.362273807,3674112.0,0.0,3674112.0,0.008463541977107525,90.32889556884766,0.006769599858671427,0.2202156037092209,-0.4465580880641937,1.0,90.32889556884766,1.0,0.7434220314025879,2392,26.604167938232422,-0.4465580880641937,0.0,26.604167938232422,0.7434220314025879,0.0,0.006769599858671427,0.2202156037092209,1746182452.4697664,18888,0.0,0.008463541977107525,18888,2391
2406,997.841596574,3695616.0,0.0,3695616.0,0.0078125,90.32889556884766,0.0071531119756400585,0.20991265773773193,-0.4438650608062744,1.0,90.32889556884766,1.0,0.7434220314025879,2406,25.52083396911621,-0.4438650608062744,0.0,25.52083396911621,0.7434220314025879,0.0,0.0071531119756400585,0.20991265773773193,1746182457.9491005,19000,0.0,0.0078125,19000,2405
2409,999.01462686,3700224.0,0.0,3700224.0,0.0078125,90.32889556884766,0.00721009774133563,0.19076335430145264,-0.4347432255744934,1.0,90.32889556884766,1.0,0.7434220314025879,2409,24.651042938232422,-0.4347432255744934,0.0,24.651042938232422,0.7434220314025879,0.0,0.00721009774133563,0.19076335430145264,1746182459.12213,19024,0.0,0.0078125,19024,2408
2412,1000.187780858,3704832.0,0.0,3704832.0,0.008463541977107525,90.32889556884766,0.006327212788164616,0.2795199155807495,-0.4404032230377197,1.0,90.32889556884766,1.0,0.7434220314025879,2412,29.78645896911621,-0.4404032230377197,0.0,29.78645896911621,0.7434220314025879,0.0,0.006327212788164616,0.2795199155807495,1746182460.295333,19048,0.0,0.008463541977107525,19048,2411
2424,1004.915688983,3723264.0,0.0,3723264.0,0.00911458395421505,90.32889556884766,0.007616681978106499,0.22555255889892578,-0.4501877427101135,1.0,90.32889556884766,1.0,0.7434220314025879,2424,27.05599021911621,-0.4501877427101135,0.0,27.05599021911621,0.7434220314025879,0.0,0.007616681978106499,0.22555255889892578,1746182465.0231886,19144,0.0,0.00911458395421505,19144,2423
2435,1009.222805248,3740160.0,0.0,3740160.0,0.008463541977107525,90.32889556884766,0.00852956436574459,0.17867302894592285,-0.46964871883392334,1.0,90.32889556884766,1.0,0.7434220314025879,2435,25.45442771911621,-0.46964871883392334,0.0,25.45442771911621,0.7434220314025879,0.0,0.00852956436574459,0.17867302894592285,1746182469.3302693,19232,0.0,0.008463541977107525,19232,2434
2436,1009.61832502,3741696.0,0.0,3741696.0,0.00911458395421505,90.32889556884766,0.009439504705369473,0.22120016813278198,-0.46818968653678894,1.0,90.32889556884766,1.0,0.7434220314025879,2436,27.533855438232422,-0.46818968653678894,0.0,27.533855438232422,0.7434220314025879,0.0,0.009439504705369473,0.22120016813278198,1746182469.7258492,19240,0.0,0.00911458395421505,19240,2435
2440,1011.183881626,3747840.0,0.0,3747840.0,0.008463541977107525,90.32889556884766,0.007365240249782801,0.2156285047531128,-0.4751184582710266,1.0,90.32889556884766,1.0,0.7434220314025879,2440,25.225261688232422,-0.4751184582710266,0.0,25.225261688232422,0.7434220314025879,0.0,0.007365240249782801,0.2156285047531128,1746182471.29141,19272,0.0,0.008463541977107525,19272,2439
2459,1018.648351172,3777024.0,0.0,3777024.0,0.0078125,90.32889556884766,0.008592791855335236,0.1692221760749817,-0.47886472940444946,1.0,90.32889556884766,1.0,0.7434220314025879,2459,24.16145896911621,-0.47886472940444946,0.0,24.16145896911621,0.7434220314025879,0.0,0.008592791855335236,0.1692221760749817,1746182478.755853,19424,0.0,0.0078125,19424,2458
2462,1019.821679416,3781632.0,0.0,3781632.0,0.0078125,90.32889556884766,0.009735004045069218,0.15527641773223877,-0.4693731665611267,1.0,90.32889556884766,1.0,0.7434220314025879,2462,23.66927146911621,-0.4693731665611267,0.0,23.66927146911621,0.7434220314025879,0.0,0.009735004045069218,0.15527641773223877,1746182479.9291945,19448,0.0,0.0078125,19448,2461
2463,1020.212898606,3783168.0,0.0,3783168.0,0.0078125,90.32889556884766,0.012113513424992561,0.16455183923244476,-0.48129481077194214,1.0,90.32889556884766,1.0,0.7434220314025879,2463,24.385417938232422,-0.48129481077194214,0.0,24.385417938232422,0.7434220314025879,0.0,0.012113513424992561,0.16455183923244476,1746182480.3204248,19456,0.0,0.0078125,19456,2462
2470,1022.963409277,3793920.0,0.0,3793920.0,0.0078125,90.32889556884766,0.010998839512467384,0.16111895442008972,-0.48978400230407715,1.0,90.32889556884766,1.0,0.7434220314025879,2470,25.330730438232422,-0.48978400230407715,0.0,25.330730438232422,0.7434220314025879,0.0,0.010998839512467384,0.16111895442008972,1746182483.070901,19512,0.0,0.0078125,19512,2469
2476,1025.310529164,3803136.0,0.0,3803136.0,0.0078125,90.32889556884766,0.009223271161317825,0.20511409640312195,-0.486898809671402,1.0,90.32889556884766,1.0,0.7434220314025879,2476,28.50390625,-0.486898809671402,0.0,28.50390625,0.7434220314025879,0.0,0.009223271161317825,0.20511409640312195,1746182485.4180286,19560,0.0,0.0078125,19560,2475
2478,1026.092505679,3806208.0,0.0,3806208.0,0.0078125,90.32889556884766,0.00742697436362505,0.14946648478507996,-0.4867159426212311,1.0,90.32889556884766,1.0,0.7434220314025879,2478,22.889324188232422,-0.4867159426212311,0.0,22.889324188232422,0.7434220314025879,0.0,0.00742697436362505,0.14946648478507996,1746182486.2000139,19576,0.0,0.0078125,19576,2477
2481,1027.265373519,3810816.0,0.0,3810816.0,0.0078125,90.32889556884766,0.007585230283439159,0.1559123545885086,-0.49489426612854004,1.0,90.32889556884766,1.0,0.7434220314025879,2481,23.95052146911621,-0.49489426612854004,0.0,23.95052146911621,0.7434220314025879,0.0,0.007585230283439159,0.1559123545885086,1746182487.372897,19600,0.0,0.0078125,19600,2480
2485,1028.85501466,3816960.0,0.0,3816960.0,0.0078125,90.32889556884766,0.007433077786117792,0.17578387260437012,-0.4867410659790039,1.0,90.32889556884766,1.0,0.7434220314025879,2485,24.83984375,-0.4867410659790039,0.0,24.83984375,0.7434220314025879,0.0,0.007433077786117792,0.17578387260437012,1746182488.9623897,19632,0.0,0.0078125,19632,2484
2506,1037.101378868,3849216.0,0.0,3849216.0,0.0078125,90.32889556884766,0.007391461171209812,0.1777796447277069,-0.4731695055961609,1.0,90.32889556884766,1.0,0.7434220314025879,2506,24.45052146911621,-0.4731695055961609,0.0,24.45052146911621,0.7434220314025879,0.0,0.007391461171209812,0.1777796447277069,1746182497.2088954,19800,0.0,0.0078125,19800,2505
