update_steps,test_returned_episode_lengths,returned_episode_lengths,_timestamp,returned_episode_returns,_runtime,env_step,returned_episode,qvals,test_returned_episode_returns,loss,returned_won_episode,test_returned_won_episode,grad_steps,_step,test_returned_episode
4743,91.380859375,25.83333396911621,1746182740.1611657,0.3948354125022888,1920.198628964,7285248.0,0.0078125,-0.6307874917984009,1.7395069599151611,0.2152709662914276,0.130859375,0.76171875,37696,4742,1.0
4747,91.380859375,26.77734375,1746182741.7510242,0.37907737493515015,1921.788465803,7291392.0,0.0078125,-0.6699316501617432,1.7395069599151611,0.25903940200805664,0.1204427108168602,0.76171875,37728,4746,1.0
4751,91.380859375,26.140625,1746182743.335294,0.35857534408569336,1923.372738142,7297536.0,0.0078125,-0.7412585616111755,1.7395069599151611,0.22088086605072021,0.1126302108168602,0.76171875,37760,4750,1.0
4783,91.380859375,25.21614646911621,1746182756.0181732,0.38010239601135254,1936.055614031,7346688.0,0.0078125,-0.6387938261032104,1.7395069599151611,0.20667171478271484,0.1380208432674408,0.76171875,38016,4782,1.0
4791,91.380859375,24.37109375,1746182759.189969,0.34793663024902344,1939.227421953,7358976.0,0.0078125,-0.6989809274673462,1.7395069599151611,0.2439790815114975,0.1048177108168602,0.76171875,38080,4790,1.0
4809,91.380859375,25.83984375,1746182766.3208625,0.37728151679039,1946.358311251,7386624.0,0.0078125,-0.6975941061973572,1.7395069599151611,0.19695395231246948,0.1223958358168602,0.76171875,38224,4808,1.0
4816,91.380859375,24.807292938232422,1746182769.0937603,0.3209880590438843,1949.131197758,7397376.0,0.0078125,-0.6866075992584229,1.7395069599151611,0.17574664950370789,0.0891927108168602,0.76171875,38280,4815,1.0
4819,91.380859375,25.5546875,1746182770.2821813,0.35957297682762146,1950.319631416,7401984.0,0.0078125,-0.6875481605529785,1.7395069599151611,0.1695222556591034,0.119140625,0.76171875,38304,4818,1.0
4835,91.380859375,24.936199188232422,1746182776.6242967,0.31743818521499634,1956.66176002,7426560.0,0.0078125,-0.651342511177063,1.7395069599151611,0.19076138734817505,0.0859375,0.76171875,38432,4834,1.0
4844,91.380859375,24.87109375,1746182780.1898193,0.34414762258529663,1960.227264847,7440384.0,0.0078125,-0.6345337629318237,1.7395069599151611,0.1930951178073883,0.1106770858168602,0.76171875,38504,4843,1.0
