update_steps,test_returned_episode_lengths,rng3947986621/returned_episode_lengths,_timestamp,rng3947986621/returned_episode_returns,_runtime,rng3947986621/env_step,rng3947986621/test_returned_episode_lengths,rng3947986621/returned_episode,qvals,rng3947986621/qvals,returned_episode_lengths,env_step,test_returned_episode_returns,rng3947986621/loss,returned_won_episode,returned_episode_returns,test_returned_won_episode,rng3947986621/update_steps,returned_episode,loss,rng3947986621/test_returned_episode_returns,grad_steps,rng3947986621/grad_steps,_step,rng3947986621/test_returned_episode,rng3947986621/returned_won_episode,test_returned_episode,rng3947986621/test_returned_won_episode
1735,81.74679565429688,31.94270896911621,1746181546.6591501,0.3527998626232147,726.696604974,2664960.0,81.74679565429688,0.014322916977107525,-0.7027283310890198,-0.7027283310890198,31.94270896911621,2664960.0,0.5572894215583801,0.01377793774008751,0.0,0.3527998626232147,0.0,1735,0.014322916977107525,0.01377793774008751,0.5572894215583801,13632,13632,1734,1.0,0.0,1.0,0.0
1736,81.74679565429688,31.783855438232422,1746181547.0554907,0.3468748927116394,727.092946208,2666496.0,81.74679565429688,0.015625,-0.7201228737831116,-0.7201228737831116,31.783855438232422,2666496.0,0.5572894215583801,0.01725648157298565,0.0,0.3468748927116394,0.0,1736,0.015625,0.01725648157298565,0.5572894215583801,13640,13640,1735,1.0,0.0,1.0,0.0
1760,81.74679565429688,32.1328125,1746181556.5668635,0.337368369102478,736.604334258,2703360.0,81.74679565429688,0.015625,-0.6950290203094482,-0.6950290203094482,32.1328125,2703360.0,0.5572894215583801,0.018467821180820465,0.0,0.337368369102478,0.0,1760,0.015625,0.018467821180820465,0.5572894215583801,13832,13832,1759,1.0,0.0,1.0,0.0
1766,81.74679565429688,32.17838668823242,1746181558.9440172,0.35489773750305176,738.981472744,2712576.0,81.74679565429688,0.015625,-0.7169632911682129,-0.7169632911682129,32.17838668823242,2712576.0,0.5572894215583801,0.012749062851071358,0.0,0.35489773750305176,0.0,1766,0.015625,0.012749062851071358,0.5572894215583801,13880,13880,1765,1.0,0.0,1.0,0.0
1789,81.74679565429688,30.19140625,1746181568.0586686,0.29429301619529724,748.096163954,2747904.0,81.74679565429688,0.01302083395421505,-0.7178752422332764,-0.7178752422332764,30.19140625,2747904.0,0.5572894215583801,0.020448818802833557,0.0,0.29429301619529724,0.0,1789,0.01302083395421505,0.020448818802833557,0.5572894215583801,14064,14064,1788,1.0,0.0,1.0,0.0
1815,81.74679565429688,31.912761688232422,1746181578.3680136,0.3427787721157074,758.405467794,2787840.0,81.74679565429688,0.015625,-0.6998760104179382,-0.6998760104179382,31.912761688232422,2787840.0,0.5572894215583801,0.013525119051337242,0.0,0.3427787721157074,0.0,1815,0.015625,0.013525119051337242,0.5572894215583801,14272,14272,1814,1.0,0.0,1.0,0.0
1819,81.74679565429688,31.697917938232422,1746181579.9535773,0.3452996015548706,759.991017805,2793984.0,81.74679565429688,0.01497395895421505,-0.7116607427597046,-0.7116607427597046,31.697917938232422,2793984.0,0.5572894215583801,0.013139737769961357,0.0,0.3452996015548706,0.0,1819,0.01497395895421505,0.013139737769961357,0.5572894215583801,14304,14304,1818,1.0,0.0,1.0,0.0
1824,81.74679565429688,31.96484375,1746181581.9350183,0.34099721908569336,761.972471309,2801664.0,81.74679565429688,0.015625,-0.6850550174713135,-0.6850550174713135,31.96484375,2801664.0,0.5572894215583801,0.014125872403383255,0.0,0.34099721908569336,0.0,1824,0.015625,0.014125872403383255,0.5572894215583801,14344,14344,1823,1.0,0.0,1.0,0.0
1839,81.74679565429688,31.74349021911621,1746181587.8830795,0.34627291560173035,767.920518596,2824704.0,81.74679565429688,0.015625,-0.688020646572113,-0.688020646572113,31.74349021911621,2824704.0,0.5572894215583801,0.012717150151729584,0.0,0.34627291560173035,0.0,1839,0.015625,0.012717150151729584,0.5572894215583801,14464,14464,1838,1.0,0.0,1.0,0.0
1865,81.74679565429688,31.6640625,1746181598.1847105,0.36369284987449646,778.222183007,2864640.0,81.74679565429688,0.015625,-0.6468952894210815,-0.6468952894210815,31.6640625,2864640.0,0.5572894215583801,0.01097470335662365,0.0,0.36369284987449646,0.0,1865,0.015625,0.01097470335662365,0.5572894215583801,14672,14672,1864,1.0,0.0,1.0,0.0
1874,81.74679565429688,32.03515625,1746181601.757694,0.35835087299346924,781.795147091,2878464.0,81.74679565429688,0.015625,-0.6454988718032837,-0.6454988718032837,32.03515625,2878464.0,0.5572894215583801,0.011927359737455845,0.0,0.35835087299346924,0.0,1874,0.015625,0.011927359737455845,0.5572894215583801,14744,14744,1873,1.0,0.0,1.0,0.0
1884,81.74679565429688,32.140625,1746181605.7208679,0.343223512172699,785.758319301,2893824.0,81.74679565429688,0.015625,-0.6416962146759033,-0.6416962146759033,32.140625,2893824.0,0.5572894215583801,0.013540939427912235,0.0,0.343223512172699,0.0,1884,0.015625,0.013540939427912235,0.5572894215583801,14824,14824,1883,1.0,0.0,1.0,0.0
1897,81.74679565429688,31.924480438232422,1746181610.876545,0.3426285684108734,790.914009672,2913792.0,81.74679565429688,0.015625,-0.6646172404289246,-0.6646172404289246,31.924480438232422,2913792.0,0.5572894215583801,0.011997591704130173,0.0,0.3426285684108734,0.0,1897,0.015625,0.011997591704130173,0.5572894215583801,14928,14928,1896,1.0,0.0,1.0,0.0
1942,81.74679565429688,31.77083396911621,1746181628.713856,0.3417821526527405,808.751297257,2982912.0,81.74679565429688,0.014322916977107525,-0.7126451730728149,-0.7126451730728149,31.77083396911621,2982912.0,0.5572894215583801,0.010323998518288136,0.0,0.3417821526527405,0.0,1942,0.014322916977107525,0.010323998518288136,0.5572894215583801,15288,15288,1941,1.0,0.0,1.0,0.0
1957,57.950653076171875,32.20573043823242,1746181634.756525,0.34076446294784546,814.793975897,3005952.0,57.950653076171875,0.015625,-0.6881573796272278,-0.6881573796272278,32.20573043823242,3005952.0,0.6308481693267822,0.009190136566758156,0.0,0.34076446294784546,0.0,1957,0.015625,0.009190136566758156,0.6308481693267822,15408,15408,1956,1.0,0.0,1.0,0.0
1971,57.950653076171875,31.98177146911621,1746181640.3039114,0.3568311631679535,820.341409424,3027456.0,57.950653076171875,0.01497395895421505,-0.6863676309585571,-0.6863676309585571,31.98177146911621,3027456.0,0.6308481693267822,0.011183036491274834,0.0,0.3568311631679535,0.0,1971,0.01497395895421505,0.011183036491274834,0.6308481693267822,15520,15520,1970,1.0,0.0,1.0,0.0
1979,57.950653076171875,32.10807418823242,1746181643.4752638,0.3457627296447754,823.512714613,3039744.0,57.950653076171875,0.015625,-0.6645489931106567,-0.6645489931106567,32.10807418823242,3039744.0,0.6308481693267822,0.009150950238108635,0.0,0.3457627296447754,0.0,1979,0.015625,0.009150950238108635,0.6308481693267822,15584,15584,1978,1.0,0.0,1.0,0.0
1982,57.950653076171875,32.09375,1746181644.6638274,0.362230509519577,824.701284187,3044352.0,57.950653076171875,0.015625,-0.6695706844329834,-0.6695706844329834,32.09375,3044352.0,0.6308481693267822,0.009463891386985779,0.0,0.362230509519577,0.0,1982,0.015625,0.009463891386985779,0.6308481693267822,15608,15608,1981,1.0,0.0,1.0,0.0
2010,57.950653076171875,31.83203125,1746181655.7651596,0.3405935764312744,835.802616161,3087360.0,57.950653076171875,0.014322916977107525,-0.6761181950569153,-0.6761181950569153,31.83203125,3087360.0,0.6308481693267822,0.006444091908633709,0.0,0.3405935764312744,0.0,2010,0.014322916977107525,0.006444091908633709,0.6308481693267822,15832,15832,2009,1.0,0.0,1.0,0.0
2016,57.950653076171875,31.9296875,1746181658.1442878,0.35672664642333984,838.181739626,3096576.0,57.950653076171875,0.015625,-0.6824178695678711,-0.6824178695678711,31.9296875,3096576.0,0.6308481693267822,0.009265528060495853,0.0,0.35672664642333984,0.0,2016,0.015625,0.009265528060495853,0.6308481693267822,15880,15880,2015,1.0,0.0,1.0,0.0
2048,57.950653076171875,32.26432418823242,1746181670.8376997,0.3365436792373657,850.875346623,3145728.0,57.950653076171875,0.01497395895421505,-0.7188584208488464,-0.7188584208488464,32.26432418823242,3145728.0,0.6308481693267822,0.013291910290718079,0.0,0.3365436792373657,0.0,2048,0.01497395895421505,0.013291910290718079,0.6308481693267822,16136,16136,2047,1.0,0.0,1.0,0.0
2054,57.950653076171875,32.01953125,1746181673.2187135,0.2958006262779236,853.256176641,3154944.0,57.950653076171875,0.015625,-0.7311784625053406,-0.7311784625053406,32.01953125,3154944.0,0.6308481693267822,0.007812624797224998,0.0,0.2958006262779236,0.0,2054,0.015625,0.007812624797224998,0.6308481693267822,16184,16184,2053,1.0,0.0,1.0,0.0
2059,57.950653076171875,31.7421875,1746181675.1995077,0.3102596402168274,855.23694433,3162624.0,57.950653076171875,0.012369791977107525,-0.7360366582870483,-0.7360366582870483,31.7421875,3162624.0,0.6308481693267822,0.0067610726691782475,0.0,0.3102596402168274,0.0,2059,0.012369791977107525,0.0067610726691782475,0.6308481693267822,16224,16224,2058,1.0,0.0,1.0,0.0
2060,57.950653076171875,32.15104293823242,1746181675.5960977,0.2954123020172119,855.633546854,3164160.0,57.950653076171875,0.013671875,-0.7337672710418701,-0.7337672710418701,32.15104293823242,3164160.0,0.6308481693267822,0.006928140297532082,0.0,0.2954123020172119,0.0,2060,0.013671875,0.006928140297532082,0.6308481693267822,16232,16232,2059,1.0,0.0,1.0,0.0
2095,57.950653076171875,27.455730438232422,1746181689.4716012,0.21446073055267334,869.509061572,3217920.0,57.950653076171875,0.009765625,-0.7748116254806519,-0.7748116254806519,27.455730438232422,3217920.0,0.6308481693267822,0.009272413328289986,0.0,0.21446073055267334,0.0,2095,0.009765625,0.009272413328289986,0.6308481693267822,16512,16512,2094,1.0,0.0,1.0,0.0
2107,57.950653076171875,30.486980438232422,1746181694.231406,0.24786870181560516,874.26886453,3236352.0,57.950653076171875,0.013671875,-0.7912097573280334,-0.7912097573280334,30.486980438232422,3236352.0,0.6308481693267822,0.013413998298346996,0.0,0.24786870181560516,0.0,2107,0.013671875,0.013413998298346996,0.6308481693267822,16608,16608,2106,1.0,0.0,1.0,0.0
2118,57.950653076171875,28.201824188232422,1746181698.5908234,0.22974476218223572,878.628291097,3253248.0,57.950653076171875,0.00911458395421505,-0.8047292232513428,-0.8047292232513428,28.201824188232422,3253248.0,0.6308481693267822,0.010241120122373104,0.0,0.22974476218223572,0.0,2118,0.00911458395421505,0.010241120122373104,0.6308481693267822,16696,16696,2117,1.0,0.0,1.0,0.0
2123,57.950653076171875,28.73046875,1746181700.5720034,0.24022385478019714,880.609481275,3260928.0,57.950653076171875,0.009765625,-0.7877422571182251,-0.7877422571182251,28.73046875,3260928.0,0.6308481693267822,0.011705588549375534,0.0,0.24022385478019714,0.0,2123,0.009765625,0.011705588549375534,0.6308481693267822,16736,16736,2122,1.0,0.0,1.0,0.0
2133,57.950653076171875,27.53255271911621,1746181704.5335038,0.24783623218536377,884.570961611,3276288.0,57.950653076171875,0.008463541977107525,-0.7769765853881836,-0.7769765853881836,27.53255271911621,3276288.0,0.6308481693267822,0.010409469716250896,0.02083333395421505,0.24783623218536377,0.0,2133,0.008463541977107525,0.010409469716250896,0.6308481693267822,16816,16816,2132,1.0,0.02083333395421505,1.0,0.0
2136,57.950653076171875,30.55989646911621,1746181705.7225583,0.23761776089668274,885.7600155,3280896.0,57.950653076171875,0.009765625,-0.7924261093139648,-0.7924261093139648,30.55989646911621,3280896.0,0.6308481693267822,0.00820799358189106,0.0,0.23761776089668274,0.0,2136,0.009765625,0.00820799358189106,0.6308481693267822,16840,16840,2135,1.0,0.0,1.0,0.0
2142,57.950653076171875,27.67578125,1746181708.1011007,0.231348916888237,888.13855394,3290112.0,57.950653076171875,0.010416666977107525,-0.7872381210327148,-0.7872381210327148,27.67578125,3290112.0,0.6308481693267822,0.009893156588077545,0.0,0.231348916888237,0.0,2142,0.010416666977107525,0.009893156588077545,0.6308481693267822,16888,16888,2141,1.0,0.0,1.0,0.0
2158,57.950653076171875,27.03515625,1746181714.4633238,0.2273155152797699,894.500773328,3314688.0,57.950653076171875,0.008463541977107525,-0.7906315326690674,-0.7906315326690674,27.03515625,3314688.0,0.6308481693267822,0.007746455259621143,0.0,0.2273155152797699,0.0,2158,0.008463541977107525,0.007746455259621143,0.6308481693267822,17016,17016,2157,1.0,0.0,1.0,0.0
2170,57.950653076171875,25.080730438232422,1746181719.2202446,0.2262132614850998,899.25769699,3333120.0,57.950653076171875,0.0078125,-0.7793044447898865,-0.7793044447898865,25.080730438232422,3333120.0,0.6308481693267822,0.00923550222069025,0.021484375,0.2262132614850998,0.0,2170,0.0078125,0.00923550222069025,0.6308481693267822,17112,17112,2169,1.0,0.021484375,1.0,0.0
2177,57.950653076171875,27.63671875,1746181721.9949584,0.2167646586894989,902.032423832,3343872.0,57.950653076171875,0.008463541977107525,-0.7734968662261963,-0.7734968662261963,27.63671875,3343872.0,0.6308481693267822,0.022969260811805725,0.0,0.2167646586894989,0.0,2177,0.008463541977107525,0.022969260811805725,0.6308481693267822,17168,17168,2176,1.0,0.0,1.0,0.0
2183,57.950653076171875,26.83724021911621,1746181724.3726962,0.2622145116329193,904.410272369,3353088.0,57.950653076171875,0.009765625,-0.7836666703224182,-0.7836666703224182,26.83724021911621,3353088.0,0.6308481693267822,0.016942765563726425,0.044921875,0.2622145116329193,0.0,2183,0.009765625,0.016942765563726425,0.6308481693267822,17216,17216,2182,1.0,0.044921875,1.0,0.0
2185,57.950653076171875,28.213542938232422,1746181725.165291,0.2259538620710373,905.202725978,3356160.0,57.950653076171875,0.010416666977107525,-0.779207170009613,-0.779207170009613,28.213542938232422,3356160.0,0.6308481693267822,0.010364288464188576,0.0,0.2259538620710373,0.0,2185,0.010416666977107525,0.010364288464188576,0.6308481693267822,17232,17232,2184,1.0,0.0,1.0,0.0
2193,57.950653076171875,27.654949188232422,1746181728.3348632,0.21408134698867798,908.372318775,3368448.0,57.950653076171875,0.01106770895421505,-0.7712152600288391,-0.7712152600288391,27.654949188232422,3368448.0,0.6308481693267822,0.015591558068990707,0.0,0.21408134698867798,0.0,2193,0.01106770895421505,0.015591558068990707,0.6308481693267822,17296,17296,2192,1.0,0.0,1.0,0.0
2200,57.950653076171875,28.85286521911621,1746181731.1125023,0.23804044723510742,911.149942969,3379200.0,57.950653076171875,0.00911458395421505,-0.7827877998352051,-0.7827877998352051,28.85286521911621,3379200.0,0.6308481693267822,0.012090642005205154,0.0,0.23804044723510742,0.0,2200,0.00911458395421505,0.012090642005205154,0.6308481693267822,17352,17352,2199,1.0,0.0,1.0,0.0
2204,57.950653076171875,26.11849021911621,1746181732.6977985,0.24242651462554932,912.735282072,3385344.0,57.950653076171875,0.008463541977107525,-0.7575121521949768,-0.7575121521949768,26.11849021911621,3385344.0,0.6308481693267822,0.015390339307487011,0.0182291679084301,0.24242651462554932,0.0,2204,0.008463541977107525,0.015390339307487011,0.6308481693267822,17384,17384,2203,1.0,0.0182291679084301,1.0,0.0
2225,57.950653076171875,26.94921875,1746181741.0201423,0.24305634200572968,921.057605181,3417600.0,57.950653076171875,0.008463541977107525,-0.7792473435401917,-0.7792473435401917,26.94921875,3417600.0,0.6308481693267822,0.04759242758154869,0.0,0.24305634200572968,0.0,2225,0.008463541977107525,0.04759242758154869,0.6308481693267822,17552,17552,2224,1.0,0.0,1.0,0.0
2229,57.950653076171875,28.760417938232422,1746181742.6053689,0.2527676820755005,922.642819088,3423744.0,57.950653076171875,0.00911458395421505,-0.8111448287963867,-0.8111448287963867,28.760417938232422,3423744.0,0.6308481693267822,0.015601120889186859,0.0,0.2527676820755005,0.0,2229,0.00911458395421505,0.015601120889186859,0.6308481693267822,17584,17584,2228,1.0,0.0,1.0,0.0
2240,57.950653076171875,26.05859375,1746181746.96464,0.26850807666778564,927.002096054,3440640.0,57.950653076171875,0.00911458395421505,-0.7967116832733154,-0.7967116832733154,26.05859375,3440640.0,0.6308481693267822,0.01734534278512001,0.0240885429084301,0.26850807666778564,0.0,2240,0.00911458395421505,0.01734534278512001,0.6308481693267822,17672,17672,2239,1.0,0.0240885429084301,1.0,0.0
2243,57.950653076171875,26.27734375,1746181748.1539245,0.23218414187431335,928.191372322,3445248.0,57.950653076171875,0.008463541977107525,-0.7865294218063354,-0.7865294218063354,26.27734375,3445248.0,0.6308481693267822,0.018564855679869652,0.0,0.23218414187431335,0.0,2243,0.008463541977107525,0.018564855679869652,0.6308481693267822,17696,17696,2242,1.0,0.0,1.0,0.0
2255,57.950653076171875,27.12890625,1746181752.9103458,0.2671467661857605,932.947788125,3463680.0,57.950653076171875,0.009765625,-0.7761564254760742,-0.7761564254760742,27.12890625,3463680.0,0.6308481693267822,0.02176375314593315,0.0182291679084301,0.2671467661857605,0.0,2255,0.009765625,0.02176375314593315,0.6308481693267822,17792,17792,2254,1.0,0.0182291679084301,1.0,0.0
2273,57.950653076171875,27.90755271911621,1746181760.0439034,0.24858000874519348,940.081378471,3491328.0,57.950653076171875,0.01171875,-0.817812979221344,-0.817812979221344,27.90755271911621,3491328.0,0.6308481693267822,0.021380985155701637,0.0,0.24858000874519348,0.0,2273,0.01171875,0.021380985155701637,0.6308481693267822,17936,17936,2272,1.0,0.0,1.0,0.0
2283,85.59654998779297,29.553386688232422,1746181764.10932,0.2925654649734497,944.146774245,3506688.0,85.59654998779297,0.01106770895421505,-0.8241225481033325,-0.8241225481033325,29.553386688232422,3506688.0,0.6907192468643188,0.024502016603946686,0.01953125,0.2925654649734497,0.032758619636297226,2283,0.01106770895421505,0.024502016603946686,0.6907192468643188,18016,18016,2282,1.0,0.01953125,1.0,0.032758619636297226
2315,85.59654998779297,30.52083396911621,1746181776.800242,0.2899584472179413,956.8376927,3555840.0,85.59654998779297,0.01302083395421505,-0.8031172752380371,-0.8031172752380371,30.52083396911621,3555840.0,0.6907192468643188,0.03525281324982643,0.0,0.2899584472179413,0.032758619636297226,2315,0.01302083395421505,0.03525281324982643,0.6907192468643188,18272,18272,2314,1.0,0.0,1.0,0.032758619636297226
2340,85.59654998779297,26.2421875,1746181786.7099786,0.24229192733764648,966.747437094,3594240.0,85.59654998779297,0.010416666977107525,-0.7628530263900757,-0.7628530263900757,26.2421875,3594240.0,0.6907192468643188,0.028781527653336525,0.0,0.24229192733764648,0.032758619636297226,2340,0.010416666977107525,0.028781527653336525,0.6907192468643188,18472,18472,2339,1.0,0.0,1.0,0.032758619636297226
2347,85.59654998779297,25.96484375,1746181789.4834993,0.27652812004089355,969.52095854,3604992.0,85.59654998779297,0.01106770895421505,-0.7863063216209412,-0.7863063216209412,25.96484375,3604992.0,0.6907192468643188,0.028631262481212616,0.033203125,0.27652812004089355,0.032758619636297226,2347,0.01106770895421505,0.028631262481212616,0.6907192468643188,18528,18528,2346,1.0,0.033203125,1.0,0.032758619636297226
2371,85.59654998779297,29.3515625,1746181799.002032,0.2709226608276367,979.039479621,3641856.0,85.59654998779297,0.009765625,-0.7382692694664001,-0.7382692694664001,29.3515625,3641856.0,0.6907192468643188,0.037458233535289764,0.0,0.2709226608276367,0.032758619636297226,2371,0.009765625,0.037458233535289764,0.6907192468643188,18720,18720,2370,1.0,0.0,1.0,0.032758619636297226
2375,85.59654998779297,26.25130271911621,1746181800.5907283,0.24910447001457214,980.628195091,3648000.0,85.59654998779297,0.01106770895421505,-0.8167388439178467,-0.8167388439178467,26.25130271911621,3648000.0,0.6907192468643188,0.03427640721201897,0.0201822929084301,0.24910447001457214,0.032758619636297226,2375,0.01106770895421505,0.03427640721201897,0.6907192468643188,18752,18752,2374,1.0,0.0201822929084301,1.0,0.032758619636297226
2383,85.59654998779297,27.178386688232422,1746181803.7619355,0.243104487657547,983.799397117,3660288.0,85.59654998779297,0.00911458395421505,-0.7633365392684937,-0.7633365392684937,27.178386688232422,3660288.0,0.6907192468643188,0.03410302475094795,0.0201822929084301,0.243104487657547,0.032758619636297226,2383,0.00911458395421505,0.03410302475094795,0.6907192468643188,18816,18816,2382,1.0,0.0201822929084301,1.0,0.032758619636297226
2423,85.59654998779297,26.265625,1746181819.6134655,0.2832212448120117,999.650929789,3721728.0,85.59654998779297,0.0078125,-0.8290253281593323,-0.8290253281593323,26.265625,3721728.0,0.6907192468643188,0.037871722131967545,0.0455729179084301,0.2832212448120117,0.032758619636297226,2423,0.0078125,0.037871722131967545,0.6907192468643188,19136,19136,2422,1.0,0.0455729179084301,1.0,0.032758619636297226
2425,85.59654998779297,24.62890625,1746181820.4073434,0.20969507098197937,1000.444802689,3724800.0,85.59654998779297,0.00911458395421505,-0.7809710502624512,-0.7809710502624512,24.62890625,3724800.0,0.6907192468643188,0.039831001311540604,0.0,0.20969507098197937,0.032758619636297226,2425,0.00911458395421505,0.039831001311540604,0.6907192468643188,19152,19152,2424,1.0,0.0,1.0,0.032758619636297226
2470,85.59654998779297,28.09114646911621,1746181838.257568,0.27990055084228516,1018.295034564,3793920.0,85.59654998779297,0.01106770895421505,-0.6926523447036743,-0.6926523447036743,28.09114646911621,3793920.0,0.6907192468643188,0.03755290433764458,0.0234375,0.27990055084228516,0.032758619636297226,2470,0.01106770895421505,0.03755290433764458,0.6907192468643188,19512,19512,2469,1.0,0.0234375,1.0,0.032758619636297226
2498,85.59654998779297,25.4296875,1746181849.3599389,0.24192947149276733,1029.397395033,3836928.0,85.59654998779297,0.008463541977107525,-0.6458659768104553,-0.6458659768104553,25.4296875,3836928.0,0.6907192468643188,0.054952070116996765,0.0182291679084301,0.24192947149276733,0.032758619636297226,2498,0.008463541977107525,0.054952070116996765,0.6907192468643188,19736,19736,2497,1.0,0.0182291679084301,1.0,0.032758619636297226
2503,85.59654998779297,26.553386688232422,1746181851.3479133,0.2528667449951172,1031.385400472,3844608.0,85.59654998779297,0.009765625,-0.6371700763702393,-0.6371700763702393,26.553386688232422,3844608.0,0.6907192468643188,0.053047630935907364,0.02083333395421505,0.2528667449951172,0.032758619636297226,2503,0.009765625,0.053047630935907364,0.6907192468643188,19776,19776,2502,1.0,0.02083333395421505,1.0,0.032758619636297226
2519,85.59654998779297,25.63802146911621,1746181857.6922188,0.2363886535167694,1037.729675876,3869184.0,85.59654998779297,0.009765625,-0.6542644500732422,-0.6542644500732422,25.63802146911621,3869184.0,0.6907192468643188,0.055323824286460876,0.0234375,0.2363886535167694,0.032758619636297226,2519,0.009765625,0.055323824286460876,0.6907192468643188,19904,19904,2518,1.0,0.0234375,1.0,0.032758619636297226
2520,85.59654998779297,25.51171875,1746181858.0883958,0.24927806854248047,1038.125863959,3870720.0,85.59654998779297,0.009765625,-0.6272497177124023,-0.6272497177124023,25.51171875,3870720.0,0.6907192468643188,0.06610563397407532,0.025390625,0.24927806854248047,0.032758619636297226,2520,0.009765625,0.06610563397407532,0.6907192468643188,19912,19912,2519,1.0,0.025390625,1.0,0.032758619636297226
2544,85.59654998779297,24.734375,1746181867.6037147,0.27227792143821716,1047.641164057,3907584.0,85.59654998779297,0.00911458395421505,-0.581440806388855,-0.581440806388855,24.734375,3907584.0,0.6907192468643188,0.0628834068775177,0.052734375,0.27227792143821716,0.032758619636297226,2544,0.00911458395421505,0.0628834068775177,0.6907192468643188,20104,20104,2543,1.0,0.052734375,1.0,0.032758619636297226
2545,85.59654998779297,29.592449188232422,1746181868.0000725,0.3148781657218933,1048.037520578,3909120.0,85.59654998779297,0.01106770895421505,-0.5895254015922546,-0.5895254015922546,29.592449188232422,3909120.0,0.6907192468643188,0.06898503750562668,0.048828125,0.3148781657218933,0.032758619636297226,2545,0.01106770895421505,0.06898503750562668,0.6907192468643188,20112,20112,2544,1.0,0.048828125,1.0,0.032758619636297226
2573,85.59654998779297,24.78125,1746181879.1066387,0.20410776138305664,1059.144073035,3952128.0,85.59654998779297,0.008463541977107525,-0.671136200428009,-0.671136200428009,24.78125,3952128.0,0.6907192468643188,0.053892649710178375,0.0,0.20410776138305664,0.032758619636297226,2573,0.008463541977107525,0.053892649710178375,0.6907192468643188,20336,20336,2572,1.0,0.0,1.0,0.032758619636297226
2581,85.59654998779297,25.48177146911621,1746181882.3024895,0.2849206030368805,1062.339941674,3964416.0,85.59654998779297,0.008463541977107525,-0.6380006670951843,-0.6380006670951843,25.48177146911621,3964416.0,0.6907192468643188,0.06346145272254944,0.0553385429084301,0.2849206030368805,0.032758619636297226,2581,0.008463541977107525,0.06346145272254944,0.6907192468643188,20400,20400,2580,1.0,0.0553385429084301,1.0,0.032758619636297226
2585,85.59654998779297,26.690105438232422,1746181883.8878777,0.28572192788124084,1063.925348462,3970560.0,85.59654998779297,0.010416666977107525,-0.6565351486206055,-0.6565351486206055,26.690105438232422,3970560.0,0.6907192468643188,0.07586470246315002,0.0514322929084301,0.28572192788124084,0.032758619636297226,2585,0.010416666977107525,0.07586470246315002,0.6907192468643188,20432,20432,2584,1.0,0.0514322929084301,1.0,0.032758619636297226
2607,94.23699188232422,26.25520896911621,1746181892.7140992,0.3100954294204712,1072.751584696,4004352.0,94.23699188232422,0.008463541977107525,-0.6195676326751709,-0.6195676326751709,26.25520896911621,4004352.0,1.286514401435852,0.07953695952892303,0.0794270858168602,0.3100954294204712,0.398843914270401,2607,0.008463541977107525,0.07953695952892303,1.286514401435852,20608,20608,2606,0.9999999403953552,0.0794270858168602,0.9999999403953552,0.398843914270401
2615,94.23699188232422,26.99609375,1746181895.8849597,0.25624096393585205,1075.922437566,4016640.0,94.23699188232422,0.0078125,-0.6180455088615417,-0.6180455088615417,26.99609375,4016640.0,1.286514401435852,0.0646156519651413,0.0260416679084301,0.25624096393585205,0.398843914270401,2615,0.0078125,0.0646156519651413,1.286514401435852,20672,20672,2614,0.9999999403953552,0.0260416679084301,0.9999999403953552,0.398843914270401
2627,94.23699188232422,26.59765625,1746181900.6472533,0.19912931323051453,1080.684712756,4035072.0,94.23699188232422,0.008463541977107525,-0.6439276933670044,-0.6439276933670044,26.59765625,4035072.0,1.286514401435852,0.08473803102970123,0.0,0.19912931323051453,0.398843914270401,2627,0.008463541977107525,0.08473803102970123,1.286514401435852,20768,20768,2626,0.9999999403953552,0.0,0.9999999403953552,0.398843914270401
2632,94.23699188232422,26.36067771911621,1746181902.6301894,0.22546178102493286,1082.667639072,4042752.0,94.23699188232422,0.00911458395421505,-0.6137382984161377,-0.6137382984161377,26.36067771911621,4042752.0,1.286514401435852,0.09209270775318146,0.0,0.22546178102493286,0.398843914270401,2632,0.00911458395421505,0.09209270775318146,1.286514401435852,20808,20808,2631,0.9999999403953552,0.0,0.9999999403953552,0.398843914270401
2634,94.23699188232422,26.342449188232422,1746181903.4225657,0.3390759825706482,1083.460034394,4045824.0,94.23699188232422,0.0078125,-0.6563635468482971,-0.6563635468482971,26.342449188232422,4045824.0,1.286514401435852,0.07084940373897552,0.09375,0.3390759825706482,0.398843914270401,2634,0.0078125,0.07084940373897552,1.286514401435852,20824,20824,2633,0.9999999403953552,0.09375,0.9999999403953552,0.398843914270401
2642,94.23699188232422,26.514324188232422,1746181906.5927415,0.3359987139701843,1086.630220234,4058112.0,94.23699188232422,0.0078125,-0.6167213916778564,-0.6167213916778564,26.514324188232422,4058112.0,1.286514401435852,0.06310324370861053,0.0865885466337204,0.3359987139701843,0.398843914270401,2642,0.0078125,0.06310324370861053,1.286514401435852,20888,20888,2641,0.9999999403953552,0.0865885466337204,0.9999999403953552,0.398843914270401
2643,94.23699188232422,26.88671875,1746181906.988907,0.268461138010025,1087.026378981,4059648.0,94.23699188232422,0.0078125,-0.6023096442222595,-0.6023096442222595,26.88671875,4059648.0,1.286514401435852,0.07156823575496674,0.02669270895421505,0.268461138010025,0.398843914270401,2643,0.0078125,0.07156823575496674,1.286514401435852,20896,20896,2642,0.9999999403953552,0.02669270895421505,0.9999999403953552,0.398843914270401
