update_steps,test_returned_episode_lengths,rng3947986621/returned_episode_lengths,_timestamp,rng3947986621/returned_episode_returns,_runtime,rng3947986621/env_step,rng3947986621/test_returned_episode_lengths,rng3947986621/returned_episode,qvals,rng3947986621/qvals,returned_episode_lengths,env_step,test_returned_episode_returns,rng3947986621/loss,returned_won_episode,returned_episode_returns,test_returned_won_episode,rng3947986621/update_steps,returned_episode,loss,rng3947986621/test_returned_episode_returns,grad_steps,rng3947986621/grad_steps,_step,rng3947986621/test_returned_episode,rng3947986621/returned_won_episode,test_returned_episode,rng3947986621/test_returned_won_episode
2666,94.23699188232422,28.50911521911621,1746181916.1132462,0.31146442890167236,1096.150698542,4094976.0,94.23699188232422,0.00911458395421505,-0.6741100549697876,-0.6741100549697876,28.50911521911621,4094976.0,1.286514401435852,0.07893182337284088,0.0579427108168602,0.31146442890167236,0.398843914270401,2666,0.00911458395421505,0.07893182337284088,1.286514401435852,21080,21080,2665,0.9999999403953552,0.0579427108168602,0.9999999403953552,0.398843914270401
2681,94.23699188232422,26.60677146911621,1746181922.0645638,0.3561584949493408,1102.102027235,4118016.0,94.23699188232422,0.008463541977107525,-0.6808435916900635,-0.6808435916900635,26.60677146911621,4118016.0,1.286514401435852,0.07152919471263885,0.1061197966337204,0.3561584949493408,0.398843914270401,2681,0.008463541977107525,0.07152919471263885,1.286514401435852,21200,21200,2680,0.9999999403953552,0.1061197966337204,0.9999999403953552,0.398843914270401
2690,94.23699188232422,25.02083396911621,1746181925.6302912,0.23337391018867493,1105.667722757,4131840.0,94.23699188232422,0.0078125,-0.5552221536636353,-0.5552221536636353,25.02083396911621,4131840.0,1.286514401435852,0.08609713613986969,0.0221354179084301,0.23337391018867493,0.398843914270401,2690,0.0078125,0.08609713613986969,1.286514401435852,21272,21272,2689,0.9999999403953552,0.0221354179084301,0.9999999403953552,0.398843914270401
2700,94.23699188232422,25.197917938232422,1746181929.5928707,0.2516406178474426,1109.630319459,4147200.0,94.23699188232422,0.009765625,-0.6437181830406189,-0.6437181830406189,25.197917938232422,4147200.0,1.286514401435852,0.13431674242019653,0.0384114608168602,0.2516406178474426,0.398843914270401,2700,0.009765625,0.13431674242019653,1.286514401435852,21352,21352,2699,0.9999999403953552,0.0384114608168602,0.9999999403953552,0.398843914270401
2706,94.23699188232422,27.772136688232422,1746181931.9733346,0.2183731645345688,1112.010788266,4156416.0,94.23699188232422,0.01106770895421505,-0.6747220158576965,-0.6747220158576965,27.772136688232422,4156416.0,1.286514401435852,0.07670881599187851,0.0,0.2183731645345688,0.398843914270401,2706,0.01106770895421505,0.07670881599187851,1.286514401435852,21400,21400,2705,0.9999999403953552,0.0,0.9999999403953552,0.398843914270401
2709,94.23699188232422,25.748699188232422,1746181933.1649907,0.30634862184524536,1113.202475683,4161024.0,94.23699188232422,0.0078125,-0.6640850305557251,-0.6640850305557251,25.748699188232422,4161024.0,1.286514401435852,0.08202098309993744,0.0833333358168602,0.30634862184524536,0.398843914270401,2709,0.0078125,0.08202098309993744,1.286514401435852,21424,21424,2708,0.9999999403953552,0.0833333358168602,0.9999999403953552,0.398843914270401
2731,94.23699188232422,27.256511688232422,1746181941.8856285,0.27126139402389526,1121.923091887,4194816.0,94.23699188232422,0.01106770895421505,-0.6722729206085205,-0.6722729206085205,27.256511688232422,4194816.0,1.286514401435852,0.07943862676620483,0.01953125,0.27126139402389526,0.398843914270401,2731,0.01106770895421505,0.07943862676620483,1.286514401435852,21600,21600,2730,0.9999999403953552,0.01953125,0.9999999403953552,0.398843914270401
2750,94.23699188232422,26.328125,1746181949.417112,0.31044113636016846,1129.454598371,4224000.0,94.23699188232422,0.009765625,-0.6155762672424316,-0.6155762672424316,26.328125,4224000.0,1.286514401435852,0.09729401767253876,0.064453125,0.31044113636016846,0.398843914270401,2750,0.009765625,0.09729401767253876,1.286514401435852,21752,21752,2749,0.9999999403953552,0.064453125,0.9999999403953552,0.398843914270401
2752,94.23699188232422,27.23046875,1746181950.2098324,0.27956622838974,1130.247284643,4227072.0,94.23699188232422,0.01171875,-0.5807386636734009,-0.5807386636734009,27.23046875,4227072.0,1.286514401435852,0.11034385859966278,0.02669270895421505,0.27956622838974,0.398843914270401,2752,0.01171875,0.11034385859966278,1.286514401435852,21768,21768,2751,0.9999999403953552,0.02669270895421505,0.9999999403953552,0.398843914270401
2770,94.23699188232422,27.86067771911621,1746181957.3484979,0.2442728579044342,1137.385950965,4254720.0,94.23699188232422,0.010416666977107525,-0.6195553541183472,-0.6195553541183472,27.86067771911621,4254720.0,1.286514401435852,0.17834198474884033,0.0,0.2442728579044342,0.398843914270401,2770,0.010416666977107525,0.17834198474884033,1.286514401435852,21912,21912,2769,0.9999999403953552,0.0,0.9999999403953552,0.398843914270401
2780,94.23699188232422,27.20052146911621,1746181961.3167787,0.3263043463230133,1141.354248663,4270080.0,94.23699188232422,0.010416666977107525,-0.6821820735931396,-0.6821820735931396,27.20052146911621,4270080.0,1.286514401435852,0.09738637506961823,0.0729166716337204,0.3263043463230133,0.398843914270401,2780,0.010416666977107525,0.09738637506961823,1.286514401435852,21992,21992,2779,0.9999999403953552,0.0729166716337204,0.9999999403953552,0.398843914270401
2793,94.23699188232422,27.953125,1746181966.4748783,0.2744918763637543,1146.512333763,4290048.0,94.23699188232422,0.009765625,-0.6974368691444397,-0.6974368691444397,27.953125,4290048.0,1.286514401435852,0.10113592445850372,0.04296875,0.2744918763637543,0.398843914270401,2793,0.009765625,0.10113592445850372,1.286514401435852,22096,22096,2792,0.9999999403953552,0.04296875,0.9999999403953552,0.398843914270401
2805,94.23699188232422,24.998699188232422,1746181971.234231,0.2608543336391449,1151.271690883,4308480.0,94.23699188232422,0.00911458395421505,-0.7275556325912476,-0.7275556325912476,24.998699188232422,4308480.0,1.286514401435852,0.17176847159862518,0.029296875,0.2608543336391449,0.398843914270401,2805,0.00911458395421505,0.17176847159862518,1.286514401435852,22192,22192,2804,0.9999999403953552,0.029296875,0.9999999403953552,0.398843914270401
2834,94.23699188232422,27.45052146911621,1746181982.7299428,0.3530622720718384,1162.767402833,4353024.0,94.23699188232422,0.00911458395421505,-0.8505977392196655,-0.8505977392196655,27.45052146911621,4353024.0,1.286514401435852,0.15183787047863007,0.09765625,0.3530622720718384,0.398843914270401,2834,0.00911458395421505,0.15183787047863007,1.286514401435852,22424,22424,2833,0.9999999403953552,0.09765625,0.9999999403953552,0.398843914270401
2844,94.23699188232422,27.45703125,1746181986.692856,0.2258669137954712,1166.730323105,4368384.0,94.23699188232422,0.01171875,-0.8308939337730408,-0.8308939337730408,27.45703125,4368384.0,1.286514401435852,0.12901397049427032,0.0,0.2258669137954712,0.398843914270401,2844,0.01171875,0.12901397049427032,1.286514401435852,22504,22504,2843,0.9999999403953552,0.0,0.9999999403953552,0.398843914270401
2882,94.23699188232422,26.12109375,1746182001.7595668,0.28448915481567383,1181.79702198,4426752.0,94.23699188232422,0.010416666977107525,-1.0060231685638428,-1.0060231685638428,26.12109375,4426752.0,1.286514401435852,0.16329354047775269,0.0442708358168602,0.28448915481567383,0.398843914270401,2882,0.010416666977107525,0.16329354047775269,1.286514401435852,22808,22808,2881,0.9999999403953552,0.0442708358168602,0.9999999403953552,0.398843914270401
2888,94.23699188232422,31.14453125,1746182004.1383183,0.28812235593795776,1184.175761275,4435968.0,94.23699188232422,0.012369791977107525,-0.9533404111862183,-0.9533404111862183,31.14453125,4435968.0,1.286514401435852,0.16351696848869324,0.0,0.28812235593795776,0.398843914270401,2888,0.012369791977107525,0.16351696848869324,1.286514401435852,22856,22856,2887,0.9999999403953552,0.0,0.9999999403953552,0.398843914270401
2906,94.23699188232422,26.002605438232422,1746182011.2739213,0.3206068277359009,1191.311374089,4463616.0,94.23699188232422,0.008463541977107525,-1.0075547695159912,-1.0075547695159912,26.002605438232422,4463616.0,1.286514401435852,0.18108344078063965,0.0807291716337204,0.3206068277359009,0.398843914270401,2906,0.008463541977107525,0.18108344078063965,1.286514401435852,23000,23000,2905,0.9999999403953552,0.0807291716337204,0.9999999403953552,0.398843914270401
2916,94.23699188232422,25.197917938232422,1746182015.23801,0.31389981508255005,1195.275489068,4478976.0,94.23699188232422,0.008463541977107525,-0.9342349767684937,-0.9342349767684937,25.197917938232422,4478976.0,1.286514401435852,0.17674465477466583,0.076171875,0.31389981508255005,0.398843914270401,2916,0.008463541977107525,0.17674465477466583,1.286514401435852,23080,23080,2915,0.9999999403953552,0.076171875,0.9999999403953552,0.398843914270401
2920,94.23699188232422,26.89192771911621,1746182016.8262312,0.3773994445800781,1196.863690347,4485120.0,94.23699188232422,0.0078125,-0.9332586526870728,-0.9332586526870728,26.89192771911621,4485120.0,1.286514401435852,0.17572474479675293,0.1263020932674408,0.3773994445800781,0.398843914270401,2920,0.0078125,0.17572474479675293,1.286514401435852,23112,23112,2919,0.9999999403953552,0.1263020932674408,0.9999999403953552,0.398843914270401
2938,92.86882019042969,25.6171875,1746182024.057832,0.2831515073776245,1204.09528081,4512768.0,92.86882019042969,0.008463541977107525,-0.9793058633804321,-0.9793058633804321,25.6171875,4512768.0,1.416077971458435,0.24095483124256134,0.0540364608168602,0.2831515073776245,0.4885931611061096,2938,0.008463541977107525,0.24095483124256134,1.416077971458435,23256,23256,2937,1.0,0.0540364608168602,1.0,0.4885931611061096
2951,92.86882019042969,25.875,1746182029.2094328,0.3712083101272583,1209.246885039,4532736.0,92.86882019042969,0.00911458395421505,-1.0553159713745117,-1.0553159713745117,25.875,4532736.0,1.416077971458435,0.157297283411026,0.126953125,0.3712083101272583,0.4885931611061096,2951,0.00911458395421505,0.157297283411026,1.416077971458435,23360,23360,2950,1.0,0.126953125,1.0,0.4885931611061096
2970,92.86882019042969,24.60677146911621,1746182036.741947,0.2534521818161011,1216.7794395,4561920.0,92.86882019042969,0.008463541977107525,-0.9873087406158447,-0.9873087406158447,24.60677146911621,4561920.0,1.416077971458435,0.21423232555389404,0.0533854179084301,0.2534521818161011,0.4885931611061096,2970,0.008463541977107525,0.21423232555389404,1.416077971458435,23512,23512,2969,1.0,0.0533854179084301,1.0,0.4885931611061096
2972,92.86882019042969,29.20703125,1746182037.5346413,0.3565497100353241,1217.572098111,4564992.0,92.86882019042969,0.01171875,-0.982143223285675,-0.982143223285675,29.20703125,4564992.0,1.416077971458435,0.1667495220899582,0.1028645858168602,0.3565497100353241,0.4885931611061096,2972,0.01171875,0.1667495220899582,1.416077971458435,23528,23528,2971,1.0,0.1028645858168602,1.0,0.4885931611061096
2989,92.86882019042969,27.45442771911621,1746182044.270874,0.2922689914703369,1224.30833517,4591104.0,92.86882019042969,0.01106770895421505,-0.9594156742095947,-0.9594156742095947,27.45442771911621,4591104.0,1.416077971458435,0.23232638835906982,0.0540364608168602,0.2922689914703369,0.4885931611061096,2989,0.01106770895421505,0.23232638835906982,1.416077971458435,23664,23664,2988,1.0,0.0540364608168602,1.0,0.4885931611061096
3007,92.86882019042969,27.63671875,1746182051.405704,0.33008527755737305,1231.443178551,4618752.0,92.86882019042969,0.00911458395421505,-1.0479496717453003,-1.0479496717453003,27.63671875,4618752.0,1.416077971458435,0.2006022334098816,0.0774739608168602,0.33008527755737305,0.4885931611061096,3007,0.00911458395421505,0.2006022334098816,1.416077971458435,23808,23808,3006,1.0,0.0774739608168602,1.0,0.4885931611061096
3032,92.86882019042969,25.87630271911621,1746182061.3317654,0.34850868582725525,1241.369240461,4657152.0,92.86882019042969,0.00911458395421505,-1.0647951364517212,-1.0647951364517212,25.87630271911621,4657152.0,1.416077971458435,0.21233923733234406,0.099609375,0.34850868582725525,0.4885931611061096,3032,0.00911458395421505,0.21233923733234406,1.416077971458435,24008,24008,3031,1.0,0.099609375,1.0,0.4885931611061096
3036,92.86882019042969,27.05078125,1746182062.9238248,0.35503754019737244,1242.961280711,4663296.0,92.86882019042969,0.00911458395421505,-1.0434672832489014,-1.0434672832489014,27.05078125,4663296.0,1.416077971458435,0.22782514989376068,0.0989583358168602,0.35503754019737244,0.4885931611061096,3036,0.00911458395421505,0.22782514989376068,1.416077971458435,24040,24040,3035,1.0,0.0989583358168602,1.0,0.4885931611061096
3050,92.86882019042969,27.6171875,1746182068.4707358,0.3344440460205078,1248.508165511,4684800.0,92.86882019042969,0.010416666977107525,-1.071236491203308,-1.071236491203308,27.6171875,4684800.0,1.416077971458435,0.20066261291503906,0.0735677108168602,0.3344440460205078,0.4885931611061096,3050,0.010416666977107525,0.20066261291503906,1.416077971458435,24152,24152,3049,1.0,0.0735677108168602,1.0,0.4885931611061096
3068,92.86882019042969,27.68880271911621,1746182075.6023583,0.30914467573165894,1255.639808386,4712448.0,92.86882019042969,0.009765625,-1.1132560968399048,-1.1132560968399048,27.68880271911621,4712448.0,1.416077971458435,0.19722424447536469,0.056640625,0.30914467573165894,0.4885931611061096,3068,0.009765625,0.19722424447536469,1.416077971458435,24296,24296,3067,1.0,0.056640625,1.0,0.4885931611061096
3069,92.86882019042969,27.045574188232422,1746182075.9986846,0.34104597568511963,1256.036147145,4713984.0,92.86882019042969,0.010416666977107525,-1.0684430599212646,-1.0684430599212646,27.045574188232422,4713984.0,1.416077971458435,0.20228040218353271,0.0852864608168602,0.34104597568511963,0.4885931611061096,3069,0.010416666977107525,0.20228040218353271,1.416077971458435,24304,24304,3068,1.0,0.0852864608168602,1.0,0.4885931611061096
3076,92.86882019042969,27.58984375,1746182078.7716968,0.33324211835861206,1258.809153896,4724736.0,92.86882019042969,0.009765625,-1.0571775436401367,-1.0571775436401367,27.58984375,4724736.0,1.416077971458435,0.21555164456367493,0.0735677108168602,0.33324211835861206,0.4885931611061096,3076,0.009765625,0.21555164456367493,1.416077971458435,24360,24360,3075,1.0,0.0735677108168602,1.0,0.4885931611061096
3078,92.86882019042969,27.303386688232422,1746182079.5640643,0.28300121426582336,1259.601502632,4727808.0,92.86882019042969,0.01106770895421505,-1.0368000268936157,-1.0368000268936157,27.303386688232422,4727808.0,1.416077971458435,0.21913214027881622,0.0260416679084301,0.28300121426582336,0.4885931611061096,3078,0.01106770895421505,0.21913214027881622,1.416077971458435,24376,24376,3077,1.0,0.0260416679084301,1.0,0.4885931611061096
3081,92.86882019042969,28.697917938232422,1746182080.7542195,0.350605309009552,1260.791712702,4732416.0,92.86882019042969,0.010416666977107525,-1.1376664638519287,-1.1376664638519287,28.697917938232422,4732416.0,1.416077971458435,0.20988589525222778,0.0787760466337204,0.350605309009552,0.4885931611061096,3081,0.010416666977107525,0.20988589525222778,1.416077971458435,24400,24400,3080,1.0,0.0787760466337204,1.0,0.4885931611061096
3088,92.86882019042969,27.643230438232422,1746182083.52755,0.2660427689552307,1263.565010634,4743168.0,92.86882019042969,0.01106770895421505,-1.000098466873169,-1.000098466873169,27.643230438232422,4743168.0,1.416077971458435,0.30080240964889526,0.01953125,0.2660427689552307,0.4885931611061096,3088,0.01106770895421505,0.30080240964889526,1.416077971458435,24456,24456,3087,1.0,0.01953125,1.0,0.4885931611061096
3095,92.86882019042969,27.921875,1746182086.300537,0.3718944489955902,1266.337979379,4753920.0,92.86882019042969,0.009765625,-1.0166049003601074,-1.0166049003601074,27.921875,4753920.0,1.416077971458435,0.24768707156181335,0.107421875,0.3718944489955902,0.4885931611061096,3095,0.009765625,0.24768707156181335,1.416077971458435,24512,24512,3094,1.0,0.107421875,1.0,0.4885931611061096
3105,92.86882019042969,28.72395896911621,1746182090.2634444,0.3103712499141693,1270.300898752,4769280.0,92.86882019042969,0.01171875,-1.0207030773162842,-1.0207030773162842,28.72395896911621,4769280.0,1.416077971458435,0.23017281293869019,0.046875,0.3103712499141693,0.4885931611061096,3105,0.01171875,0.23017281293869019,1.416077971458435,24592,24592,3104,1.0,0.046875,1.0,0.4885931611061096
3110,92.86882019042969,25.30989646911621,1746182092.2444322,0.2993831932544708,1272.281884849,4776960.0,92.86882019042969,0.008463541977107525,-1.0122122764587402,-1.0122122764587402,25.30989646911621,4776960.0,1.416077971458435,0.2669355869293213,0.0696614608168602,0.2993831932544708,0.4885931611061096,3110,0.008463541977107525,0.2669355869293213,1.416077971458435,24632,24632,3109,1.0,0.0696614608168602,1.0,0.4885931611061096
3126,92.86882019042969,25.89974021911621,1746182098.5849643,0.27493178844451904,1278.622451709,4801536.0,92.86882019042969,0.009765625,-1.0643305778503418,-1.0643305778503418,25.89974021911621,4801536.0,1.416077971458435,0.21420933306217194,0.0416666679084301,0.27493178844451904,0.4885931611061096,3126,0.009765625,0.21420933306217194,1.416077971458435,24760,24760,3125,1.0,0.0416666679084301,1.0,0.4885931611061096
3128,92.86882019042969,28.09375,1746182099.3777616,0.3442588746547699,1279.415241612,4804608.0,92.86882019042969,0.009765625,-1.057603359222412,-1.057603359222412,28.09375,4804608.0,1.416077971458435,0.2154986560344696,0.0755208358168602,0.3442588746547699,0.4885931611061096,3128,0.009765625,0.2154986560344696,1.416077971458435,24776,24776,3127,1.0,0.0755208358168602,1.0,0.4885931611061096
3151,92.86882019042969,25.51692771911621,1746182108.4965353,0.29439231753349304,1288.533984593,4839936.0,92.86882019042969,0.008463541977107525,-1.0261439085006714,-1.0261439085006714,25.51692771911621,4839936.0,1.416077971458435,0.27071961760520935,0.0638020858168602,0.29439231753349304,0.4885931611061096,3151,0.008463541977107525,0.27071961760520935,1.416077971458435,24960,24960,3150,1.0,0.0638020858168602,1.0,0.4885931611061096
3163,92.86882019042969,26.52474021911621,1746182113.2572808,0.2888522446155548,1293.294721336,4858368.0,92.86882019042969,0.00911458395421505,-1.0349376201629639,-1.0349376201629639,26.52474021911621,4858368.0,1.416077971458435,0.2439679205417633,0.0481770858168602,0.2888522446155548,0.4885931611061096,3163,0.00911458395421505,0.2439679205417633,1.416077971458435,25056,25056,3162,1.0,0.0481770858168602,1.0,0.4885931611061096
