test_returned_episode_lengths,_runtime,_timestamp,env_step,qvals,returned_episode_lengths,returned_episode_returns,loss,test_returned_episode,update_steps,returned_episode,test_returned_won_episode,test_returned_episode_returns,grad_steps,returned_won_episode,_step
87.564453125,1222.870801765,1746196286.2830951,6156288.0,-0.1892753392457962,26.80729103088379,0.5456145405769348,0.07369256019592285,1.0,4008,0.0078125,0.966796875,1.9618433713912964,31816,0.2649739682674408,4007
87.564453125,1224.946541345,1746196288.3590286,6167040.0,-0.15568402409553528,25.62890625,0.49802249670028687,0.05976198613643646,1.0,4015,0.0078125,0.966796875,1.9618433713912964,31872,0.2330729216337204,4014
87.564453125,1225.540790702,1746196288.9531674,6170112.0,-0.13302749395370483,26.20572853088379,0.5477673411369324,0.04928930103778839,1.0,4017,0.0078125,0.966796875,1.9618433713912964,31888,0.2662760317325592,4016
87.564453125,1236.789321724,1746196300.2018192,6228480.0,-0.19200795888900757,27.28515625,0.5433436632156372,0.053804539144039154,1.0,4055,0.0078125,0.966796875,1.9618433713912964,32192,0.2532552182674408,4054
87.564453125,1237.677280166,1746196301.0898035,6233088.0,-0.18995074927806854,25.89192771911621,0.517031192779541,0.06550727784633636,1.0,4058,0.0078125,0.966796875,1.9618433713912964,32216,0.2428385466337204,4057
87.564453125,1251.30663724,1746196314.71903,6303744.0,-0.4922948181629181,26.88671875,0.5750346779823303,0.09058991819620132,1.0,4104,0.0078125,0.966796875,1.9618433713912964,32584,0.2786458432674408,4103
87.564453125,1252.491163889,1746196315.9035597,6309888.0,-0.5045815110206604,27.40104103088379,0.6132811307907104,0.07322683930397034,1.0,4108,0.0078125,0.966796875,1.9618433713912964,32616,0.306640625,4107
87.564453125,1257.824100377,1746196321.2364416,6337536.0,-0.3688625395298004,28.40234375,0.6523436307907104,0.05228893458843231,1.0,4126,0.0078125,0.966796875,1.9618433713912964,32760,0.326171875,4125
87.564453125,1261.086098533,1746196324.4984787,6354432.0,-0.2975664734840393,26.90494728088379,0.5760207772254944,0.05161074176430702,1.0,4137,0.0078125,0.966796875,1.9618433713912964,32848,0.279296875,4136
87.564453125,1267.307761696,1746196330.7199137,6386688.0,-0.28078562021255493,28.17578125,0.643229067325592,0.06350325047969818,1.0,4158,0.0078125,0.966796875,1.9618433713912964,33016,0.3216145932674408,4157
