_timestamp,test_returned_episode_lengths,returned_won_episode,returned_episode,loss,qvals,env_step,returned_episode_lengths,grad_steps,returned_episode_returns,test_returned_won_episode,update_steps,test_returned_episode_returns,_step,test_returned_episode,_runtime
1746170576.7360413,37.65671920776367,0.0338541679084301,0.02864583395421505,0.06684258580207825,-0.4677900969982147,5122560.0,23.88997459411621,26432,0.5483291149139404,0.021641792729496956,3335,0.7085573673248291,3334,1.0000001192092896,1128.753360793
1746170577.7148023,37.65671920776367,0.015625,0.0325520858168602,0.054672569036483765,-0.48037898540496826,5127168.0,20.170574188232422,26456,0.5316407680511475,0.021641792729496956,3338,0.7085573673248291,3337,1.0000001192092896,1129.732131115
1746170580.0053682,37.65671920776367,0.02473958395421505,0.02929687686264515,0.06435731053352356,-0.4424164891242981,5137920.0,20.873048782348633,26512,0.5464193820953369,0.021641792729496956,3345,0.7085573673248291,3344,1.0000001192092896,1132.022681855
1746170583.92222,37.65671920776367,0.017578125,0.0221354179084301,0.05248672515153885,-0.41119012236595154,5156352.0,21.87630271911621,26608,0.5321832299232483,0.021641792729496956,3357,0.7085573673248291,3356,1.0000001192092896,1135.939537838
1746170592.412319,37.65671920776367,0.0,0.0299479179084301,0.06246824935078621,-0.4493744969367981,5196288.0,22.736330032348633,26816,0.5172309875488281,0.021641792729496956,3383,0.7085573673248291,3382,1.0000001192092896,1144.42963344
1746170598.9377341,37.65671920776367,0.0462239608168602,0.02539062686264515,0.05548006668686867,-0.43147462606430054,5227008.0,23.843751907348633,26976,0.5786677002906799,0.021641792729496956,3403,0.7085573673248291,3402,1.0000001192092896,1150.955064369
1746170601.220977,37.65671920776367,0.0,0.033203125,0.07964922487735748,-0.36084607243537903,5237760.0,20.402996063232422,27032,0.5063586235046387,0.021641792729496956,3410,0.7085573673248291,3409,1.0000001192092896,1153.238290974
1746170601.8734434,37.65671920776367,0.0305989608168602,0.0319010429084301,0.06627604365348816,-0.37726908922195435,5240832.0,22.26106834411621,27048,0.561957597732544,0.021641792729496956,3412,0.7085573673248291,3411,1.0000001192092896,1153.890769012
1746170602.199673,37.65671920776367,0.0,0.0305989608168602,0.07869420945644379,-0.3540213704109192,5242368.0,21.75520896911621,27056,0.5426867604255676,0.021641792729496956,3413,0.7085573673248291,3412,1.0000001192092896,1154.217112152
1746170605.466354,37.65671920776367,0.0,0.0319010429084301,0.0670497715473175,-0.372955322265625,5257728.0,19.89583396911621,27136,0.5090712308883667,0.021641792729496956,3423,0.7085573673248291,3422,1.0000001192092896,1157.483676898
1746170608.4026468,37.65671920776367,0.0,0.02473958395421505,0.06823241710662842,-0.3664865493774414,5271552.0,23.339845657348633,27208,0.4967014789581299,0.021641792729496956,3432,0.7085573673248291,3431,1.0000001192092896,1160.419980121
1746170611.3382986,37.65671920776367,0.0390625037252903,0.0338541679084301,0.06105082482099533,-0.35865482687950134,5285376.0,19.51302146911621,27280,0.5278646945953369,0.021641792729496956,3441,0.7085573673248291,3440,1.0000001192092896,1163.355610483
1746170619.1712778,37.65671920776367,0.01106770895421505,0.02929687686264515,0.07329197227954865,-0.33002063632011414,5322240.0,22.387371063232422,27472,0.5554471611976624,0.021641792729496956,3465,0.7085573673248291,3464,1.0000001192092896,1171.188615995
1746170621.1323712,37.65671920776367,0.0533854179084301,0.0221354179084301,0.07876480370759964,-0.3583616018295288,5331456.0,22.715496063232422,27520,0.5345703959465027,0.021641792729496956,3471,0.7085573673248291,3470,1.0000001192092896,1173.149690105
1746170629.639221,37.65671920776367,0.017578125,0.0319010429084301,0.08756598830223083,-0.3040648102760315,5371392.0,21.046876907348633,27728,0.563541829586029,0.021641792729496956,3497,0.7085573673248291,3496,1.0000001192092896,1181.656537121
1746170630.2918894,37.65671920776367,0.0,0.017578125,0.07779049128293991,-0.3243713974952698,5374464.0,24.998699188232422,27744,0.4419705867767334,0.021641792729496956,3499,0.7085573673248291,3498,1.0000001192092896,1182.309224915
1746170640.0830822,37.65671920776367,0.0,0.0279947929084301,0.08055102825164795,-0.33337485790252686,5420544.0,20.74739646911621,27984,0.4069228172302246,0.021641792729496956,3529,0.7085573673248291,3528,1.0000001192092896,1192.100425139
1746170641.0619433,37.65671920776367,0.0651041716337204,0.02734375186264515,0.08699001371860504,-0.35586780309677124,5425152.0,21.685548782348633,28008,0.5904732346534729,0.021641792729496956,3532,0.7085573673248291,3531,1.0000001192092896,1193.07930299
1746170648.2417998,37.65671920776367,0.02083333395421505,0.02669270895421505,0.10720635950565338,-0.32025179266929626,5458944.0,22.795574188232422,28184,0.537348210811615,0.021641792729496956,3554,0.7085573673248291,3553,1.0000001192092896,1200.259131711
1746170648.5686958,37.65671920776367,0.0,0.0260416679084301,0.0996096283197403,-0.30945155024528503,5460480.0,22.89974021911621,28192,0.49175354838371277,0.021641792729496956,3555,0.7085573673248291,3554,1.0000001192092896,1200.586038247
1746170650.5282574,37.65671920776367,0.0,0.02669270895421505,0.12730303406715393,-0.317184180021286,5469696.0,24.48372459411621,28240,0.4631945490837097,0.021641792729496956,3561,0.7085573673248291,3560,1.0000001192092896,1202.545598348
1746170652.4859817,37.65671920776367,0.01692708395421505,0.033203125,0.0836578756570816,-0.38654428720474243,5478912.0,19.77864646911621,28288,0.5229818820953369,0.021641792729496956,3567,0.7085573673248291,3566,1.0000001192092896,1204.503319274
1746170655.823401,34.40626907348633,0.0462239608168602,0.02343750186264515,0.08860813826322556,-0.3578443229198456,5494272.0,24.126955032348633,28368,0.5539063215255737,0.053103007376194,3577,0.7734059691429138,3576,1.0,1207.840738084
1746170663.3297188,34.40626907348633,0.02539062686264515,0.0260416679084301,0.12067334353923798,-0.3398182988166809,5529600.0,24.283205032348633,28552,0.5291233658790588,0.053103007376194,3600,0.7734059691429138,3599,1.0,1215.347070481
1746170666.919977,34.40626907348633,0.00390625,0.02343750186264515,0.11445651203393936,-0.35160398483276367,5546496.0,22.556642532348633,28640,0.4093533754348755,0.053103007376194,3611,0.7734059691429138,3610,1.0,1218.937304535
1746170669.5339448,34.40626907348633,0.0585937537252903,0.0325520858168602,0.12741504609584808,-0.36625936627388,5558784.0,21.399089813232422,28704,0.6013239026069641,0.053103007376194,3619,0.7734059691429138,3618,1.0,1221.551287521
1746170673.1222103,34.40626907348633,0.0,0.03125,0.12145531177520752,-0.3828624486923218,5575680.0,22.855470657348633,28792,0.5136936902999878,0.053103007376194,3630,0.7734059691429138,3629,1.0,1225.139546384
