returned_won_episode,qvals,returned_episode,returned_episode_lengths,grad_steps,loss,test_returned_episode,update_steps,test_returned_episode_returns,returned_episode_returns,test_returned_won_episode,test_returned_episode_lengths,_timestamp,_runtime,env_step,_step
0.4440104067325592,-0.3730265498161316,0.01627604104578495,29.95247459411621,21736,0.4868612587451935,1.0,2748,1.7611478567123413,1.0656541585922241,0.7910028100013733,47.10871505737305,1746203339.7813647,1088.82174685,4220928.0,2747
0.505859375,-0.3944564461708069,0.01692708395421505,29.81315040588379,21872,0.4502459764480591,1.0,2765,1.7611478567123413,1.1200910806655884,0.7910028100013733,47.10871505737305,1746203346.2060828,1095.246445615,4247040.0,2764
0.5475260615348816,-0.3737819790840149,0.01822916604578495,29.40169334411621,21904,0.4054083228111267,1.0,2769,1.7611478567123413,1.1820507049560547,0.7910028100013733,47.10871505737305,1746203347.7179134,1096.758462518,4253184.0,2768
0.4329427182674408,-0.41095268726348877,0.015625,30.52083396911621,22048,0.4229589104652405,1.0,2787,1.7611478567123413,1.0118781328201294,0.7910028100013733,47.10871505737305,1746203354.4933045,1103.533884325,4280832.0,2786
0.4309895932674408,-0.5443464517593384,0.015625,29.58854103088379,22256,0.3907603621482849,1.0,2813,1.7611478567123413,1.020579218864441,0.7910028100013733,47.10871505737305,1746203364.3023434,1113.342849196,4320768.0,2812
0.4348958432674408,-0.5824552774429321,0.01627604104578495,30.51041603088379,22488,0.43941158056259155,1.0,2842,1.7611478567123413,1.048811674118042,0.7910028100013733,47.10871505737305,1746203375.255361,1124.295886383,4365312.0,2841
0.439453125,-0.6162901520729065,0.015625,30.31770896911621,22504,0.4224531650543213,1.0,2844,1.7611478567123413,1.0239940881729126,0.7910028100013733,47.10871505737305,1746203376.0091033,1125.049667619,4368384.0,2843
0.4127604067325592,-0.5659314393997192,0.01627604104578495,30.11979103088379,22656,0.4091668725013733,1.0,2863,1.7611478567123413,1.02151358127594,0.7910028100013733,47.10871505737305,1746203383.181153,1132.221523933,4397568.0,2862
0.42578125,-0.5457136631011963,0.015625,29.20833396911621,22696,0.3708571791648865,1.0,2868,1.7611478567123413,1.0174510478973389,0.7910028100013733,47.10871505737305,1746203385.053808,1134.094383129,4405248.0,2867
0.3658854067325592,-0.6446899175643921,0.01627604104578495,29.44400978088379,22752,0.4175848960876465,1.0,2875,1.7611478567123413,0.9398435950279236,0.7910028100013733,47.10871505737305,1746203387.6992404,1136.739730231,4416000.0,2874
0.4856770932674408,-0.5993350744247437,0.01627604104578495,29.75260353088379,22808,0.47305843234062195,1.0,2882,1.7611478567123413,1.1018292903900146,0.7910028100013733,47.10871505737305,1746203390.3162444,1139.356698431,4426752.0,2881
0.4134114682674408,-0.7065658569335938,0.015625,28.99479103088379,23000,0.3958057165145874,1.0,2906,1.7611478567123413,0.9901106357574463,0.7910028100013733,47.10871505737305,1746203399.3472736,1148.387849442,4463616.0,2905
0.4296875,-0.6768800020217896,0.015625,28.98177146911621,23104,0.40257394313812256,1.0,2919,1.7611478567123413,1.0163084268569946,0.7910028100013733,47.10871505737305,1746203404.2509177,1153.291444238,4483584.0,2918
