_timestamp,update_steps,env_step,returned_won_episode,loss,qvals,returned_episode,returned_episode_lengths,grad_steps,test_returned_episode_returns,test_returned_episode_lengths,_step,returned_episode_returns,test_returned_episode,test_returned_won_episode,_runtime
1746175002.1382332,204,313344.0,0.0,0.10731059312820435,0.4729146361351013,0.0475260429084301,16.54296875,1384,0.19593846797943115,23.053424835205078,203,0.1885180026292801,1.0,0.0,141.106115209
1746175006.6966543,214,328704.0,0.0,0.13850930333137512,0.45991846919059753,0.0507812537252903,15.684246063232422,1464,0.19593846797943115,23.053424835205078,213,0.19192710518836975,1.0,0.0,145.664496832
1746175013.5188336,229,351744.0,0.0,0.32250165939331055,0.3106241822242737,0.0481770858168602,16.68099021911621,1584,0.19593846797943115,23.053424835205078,228,0.21779121458530426,1.0,0.0,152.486724239
1746175014.4213204,231,354816.0,0.0,0.3167418837547302,0.3179386258125305,0.0520833358168602,15.388021469116211,1600,0.19593846797943115,23.053424835205078,230,0.2451704740524292,1.0,0.0,153.389411764
1746175022.1102035,248,380928.0,0.0,0.2940489947795868,0.3302226662635803,0.0481770858168602,16.61263084411621,1736,0.19593846797943115,23.053424835205078,247,0.24949103593826294,1.0,0.0,161.07806538
1746175023.4623866,251,385536.0,0.0,0.09660155326128006,0.3424108326435089,0.0533854179084301,14.933594703674316,1760,0.19593846797943115,23.053424835205078,250,0.26402702927589417,1.0,0.0,162.4302294
1746175031.6476707,269,413184.0,0.0,0.07354216277599335,0.3466792702674866,0.0546875037252903,15.091797828674316,1904,0.19593846797943115,23.053424835205078,268,0.26603934168815613,1.0,0.0,170.615532601
1746175043.5234876,295,453120.0,0.0,0.048112399876117706,0.30091190338134766,0.0527343787252903,15.009766578674316,2112,0.19593846797943115,23.053424835205078,294,0.2844460904598236,1.0,0.0,182.491565246
1746175054.4332852,319,489984.0,0.0,0.07490955293178558,0.30519530177116394,0.0533854179084301,15.179037094116211,2304,0.19593846797943115,23.053424835205078,318,0.30764684081077576,1.0,0.0,193.401132001
1746175055.3432233,321,493056.0,0.0,0.10098278522491455,0.23746022582054138,0.0507812537252903,15.915365219116211,2320,0.19593846797943115,23.053424835205078,320,0.30858197808265686,1.0,0.0,194.31172254
1746175060.4991379,332,509952.0,0.0,0.06235290318727493,0.23144136369228363,0.0546875037252903,14.661458969116211,2408,0.7449681758880615,16.914506912231445,331,0.3145124018192291,1.0,0.025648096576333046,199.467015125
1746175060.9496274,333,511488.0,0.0,0.060243189334869385,0.24215936660766602,0.0553385429084301,14.888672828674316,2416,0.7449681758880615,16.914506912231445,332,0.32645606994628906,1.0,0.025648096576333046,199.917486942
1746175066.4276164,345,529920.0,0.0,0.06330965459346771,0.21869441866874695,0.0540364608168602,14.869791984558105,2512,0.7449681758880615,16.914506912231445,344,0.3241714537143707,1.0,0.025648096576333046,205.395454079
1746175078.2636523,371,569856.0,0.0,0.0988052487373352,0.11262964457273483,0.0592447929084301,14.052083969116211,2720,0.7449681758880615,16.914506912231445,370,0.34531259536743164,1.0,0.025648096576333046,217.231466887
